Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),ticker,original_signal,signal_timeframe,verdict,sizing_pct,conviction_score,conviction_raw,fs_score,fs_class,yield_trap_warning,business_type,bq_raw,valuation_tax,asset_type,rationale,position_layers,not_applicable_reason
TRENDPULSE,"ARM, Long, 2026-04-23 (Price: 204.61)",2026-05-11 (Price: 212.65),"3.93%, 18 days","85.71%, Past 4 years, 7","Daily, is CONFIRMED on 2026-04-23",Already confirmed,"2026-05-11 (Price: 212.65), 3.93% above",18 days,194.16,No Information,No Information,No Information,No Information,No Information,8.18% above/3.93% above/3.93% above,17.15%/3.03%/9.14%,"11.36%, 41.47%",1.8 month/10 days/25 days,2026-07-10/2026-05-07/2026-05-29,21.81%,36.96%,-15.15%,0.46,1.35,222.9431/223.3114/293.3/No Horizontal Resistance/209.6611/292.8214/No EMA 200 Target,114.38/165.49/155.9428/122.7432/No F-Track Level/No F-Track Level/139.36,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),ARM,BUY,short,CANCEL BUY,0.0,-2.5,-2.5,34.25,moderate_low,False,compounder,2.5,-5.0,EQUITY,BQ 2.5 + valuation tax -5.0 = -2.5 | FS class moderate_low,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
PULSEGAUGE,"NVO, Long, 2026-04-23 (Price: 38.52)",2026-05-11 (Price: 46.4),"20.46%, 18 days","73.68%, Past 25 years, 19","Weekly, was CONFIRMED on 2026-04-23",No Cancellation Possible,"2026-05-11 (Price: 46.4), 20.46% above",18 days,40.51,No Information,No Information,No Information,No Information,No Information,No Information,25.44%/19.64%/20.92%,"35.5%, 38.06%",11.8 months/2 months/6.1 months,2027-09-17/2026-07-18/2027-01-13,5.17%,9.21%,-4.04%,0.21,-0.06,39.3906/46.5784/157.4212/139.01/157.4212/No Next Fib Ext/49.43,36.04/No Horizontal Support/37.3162/32.5538/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets),NVO,BUY,short,CANCEL BUY,0.0,-0.5,-0.5,58.25,moderate_high,False,compounder,2.5,-3.0,EQUITY,BQ 2.5 + valuation tax -3.0 = -0.5 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"ASML, Long, 2026-04-09 (Price: 1448.64)",2026-05-11 (Price: 1565.8101),"8.09%, 1.1 month","82.35%, Past 4 years, 17","Daily, is CONFIRMED on 2026-04-09",Already confirmed,"2026-05-11 (Price: 1565.8101), 8.09% above",1.1 month,1412.12,No Information,No Information,No Information,No Information,No Information,19.85% above/8.09% above/8.09% above,21.88%/0.41%/8.76%,"34.28%, 51.77%",3.8 months/7 days/1 month,2026-09-21/2026-04-19/2026-05-22,11.58%,20.1%,-8.52%,0.12,0.9,1508.0342/1575.5409/1507.79/No Horizontal Resistance/1508.8624/1630.5302/No EMA 200 Target,1253.96/576.784/1338.7292/1224.19/No F-Track Level/No F-Track Level/1064.22,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),ASML,BUY,short,CANCEL BUY,0.0,-2.0,-2.0,54.5,moderate,False,cyclical,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
OSCILLATOR DELTA,"IHI, Long, 2026-04-01 (Price: 53.43)",2026-05-11 (Price: 47.55),"-11.01%, 1.3 month","94.44%, Past 6 years, 18","Daily, is Confirmed on 2026-04-01",No Cancellation Possible,"2026-05-11 (Price: 47.55), 11.01% below",1.3 month,53.54,No Information,No Information,No Information,No Information,No Information,No Information,4.11%/0.05%/1.47%,"10.0%, 10.0%",4.9 months/3 days/22 days,2026-10-30/2026-04-05/2026-05-02,5.78%,1.49%,4.29%,0.18,-0.03,53.9483/54.2154/57.17/65.682/68.9264/76.3906/59.35,No Recent Minima/46.725/46.1919/36.8936/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets),IHI,BUY,short,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
SIGMASHELL,"AVGO, Long, 2026-04-01 (Price: 313.49)",2026-05-11 (Price: 428.43),"36.66%, 1.3 month","100.0%, Past 5 years, 7","Daily, was CONFIRMED on 2026-04-01",Already confirmed,"2026-05-11 (Price: 428.43), 36.66% above",1.3 month,313.365,"-3.06, 76.39%",No Information,No Information,No Information,No Information,No Information,66.15%/7.36%/28.41%,"-0.0%, 41.48%",10.4 months/1.2 month/3.6 months,2027-06-26/2026-05-23/2026-09-04,42.34%,26.18%,16.16%,1.11,1.2,329.9169/402.5525/441.6812/No Horizontal Resistance/441.6812/687.2138/344.24,293.41/64.6905/289.9336/196.1486/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets),AVGO,BUY,short,CANCEL BUY,0.0,-2.0,-2.0,43.5,moderate,False,compounder,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2026-03-15 (Price: 2328.0)",2026-05-11 (Price: 2565.8),"10.21%, 1.9 month","85.0%, Past 5 years, 60","Weekly, was CONFIRMED on 2026-03-15",Already confirmed,"2026-05-11 (Price: 2565.8), 10.21% above",1.9 month,2488.3999,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,2027-02-12/2026-06-14/2026-09-13,92.6%,54.38%,38.22%,0.78,2.08,3476.4024/3698.9592/4295.3759/2588.15/4295.3759/5655.9245/2608.35,2224.9/112.6583/1843.1138/1261.1932/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets),MAZDOCK.NS,BUY,short,CANCEL BUY,0.0,0.0,0.0,54.5,moderate,False,compounder,5.0,-5.0,EQUITY,BQ 5.0 + valuation tax -5.0 = 0.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
SIGMASHELL,"BDGI.TO, Long, 2026-03-06 (Price: 66.68)",2026-05-11 (Price: 82.0),"22.98%, 2.2 months","100.0%, Past 5 years, 6","Daily, was CONFIRMED on 2026-03-06",Already confirmed,"2026-05-11 (Price: 82.0), 22.98% above",2.2 months,67.89,"-3.22, 65.0%",No Information,No Information,No Information,No Information,No Information,16.6%/1.72%/8.9%,"-0.0%, 21.42%",4.8 months/1.2 month/2.9 months,2026-09-30/2026-04-27/2026-07-10,11.17%,8.72%,2.45%,0.8,0.46,68.127/72.6145/79.9248/No Horizontal Resistance/79.9248/84.3122/67.36,65.8/24.32/58.0566/53.241/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets),BDGI.TO,BUY,short,CANCEL BUY,0.0,0.5,0.5,61.25,moderate_high,False,compounder,2.5,-2.0,EQUITY,BQ 2.5 + valuation tax -2.0 = 0.5 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"CNR.TO, Long, 2026-02-15 (Price: 146.42)",2026-05-10 (Price: 152.71),"4.3%, 2.8 months","92.59%, Past 10 years, 27","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-05-11 (Price: 151.34), 3.36% above",2.8 months,138.58,No Information,No Information,No Information,No Information,No Information,9.23% above/3.36% above/3.36% above,10.37%/1.53%/6.06%,"6.29%, 28.98%",1.3 year/28 days/3.7 months,2027-12-24/2026-03-27/2026-07-25,6.05%,6.79%,-0.74%,0.9,0.39,154.9416/155.2931/165.6/171.0825/218.156/349.4971/No EMA 200 Target,130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),CNR.TO,BUY,short,CANCEL BUY,0.0,-2.0,-2.0,51.5,moderate,False,compounder,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,"ORCL, Long, 2026-02-15 (Price: 160.14)",2026-05-10 (Price: 195.95),"22.36%, 2.8 months","80.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2026-02-15",Already confirmed,"2026-05-11 (Price: 193.84), 21.04% above",2.8 months,148.49,No Information,No Information,No Information,No Information,No Information,No Information,15.74%/12.23%/13.73%,"20.01%, 25.53%",2.7 months/7 days/1.2 month,2026-06-12/2026-02-25/2026-04-08,6.28%,8.05%,-1.77%,0.4,0.41,208.3742/182.1272/195.25/No Horizontal Resistance/300.069/376.1425/210.74,142.82/82.7925/152.3597/145.7273/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets),ORCL,BUY,short,CANCEL BUY,0.0,-1.0,-1.0,46.0,moderate,False,saas,4.0,-5.0,EQUITY,BQ 4.0 + valuation tax -5.0 = -1.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"EEM, Long, 2026-02-08 (Price: 60.07)",2026-05-11 (Price: 67.89),"13.02%, 3.1 months","92.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-05-11 (Price: 67.89), 13.02% above",3.1 months,58.58,No Information,No Information,No Information,No Information,No Information,13.02% above/13.02% above/13.02% above,11.23%/1.19%/4.0%,"20.12%, 35.1%",1.4 year/28 days/3.8 months,2028-02-06/2026-03-20/2026-07-23,3.13%,1.56%,1.57%,0.12,-0.02,63.3438/62.4728/74.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/51.59,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),EEM,BUY,short,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2026-02-08 (Price: 2402.3999)",2026-05-11 (Price: 2565.8),"6.8%, 3.1 months","85.0%, Past 5 years, 60","Weekly, was CONFIRMED on 2026-02-08",Already confirmed,"2026-05-11 (Price: 2565.8), 6.8% above",3.1 months,2380.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,2027-01-08/2026-05-10/2026-08-09,92.6%,54.38%,38.22%,0.78,2.08,3587.5038/3817.1732/4287.3338/2588.15/4287.3338/5593.7123/2608.35,2301.8/112.6583/1843.1138/1261.1932/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets),MAZDOCK.NS,BUY,short,CANCEL BUY,0.0,0.0,0.0,54.5,moderate,False,compounder,5.0,-5.0,EQUITY,BQ 5.0 + valuation tax -5.0 = 0.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"CEN.NZ, Long, 2026-02-05 (Price: 9.65)",2026-05-08 (Price: 9.9),"2.59%, 3.1 months","73.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-02-05",Already confirmed,"2026-05-11 (Price: 9.8), 1.55% above",3.2 months,9.46,No Information,No Information,No Information,No Information,No Information,2.4% above/1.55% above/1.55% above,7.56%/0.63%/2.89%,"7.04%, 16.17%",3.4 months/10 days/1.4 month,2026-07-02/2026-02-19/2026-04-06,1.21%,5.44%,-4.23%,0.03,0.28,9.8131/9.9289/9.71/9.85/11.2606/15.4512/No EMA 200 Target,9.18/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.21,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),CEN.NZ,BUY,short,CANCEL BUY,0.0,1.5,1.5,61.75,moderate_high,False,income,1.5,0.0,EQUITY,BQ 1.5 + valuation tax 0.0 = 1.5 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"AAPL, Long, 2026-02-04 (Price: 276.49)",2026-05-08 (Price: 293.32),"6.09%, 3.1 months","88.46%, Past 4 years, 26","Daily, is CONFIRMED on 2026-02-04",Already confirmed,"2026-05-11 (Price: 292.68), 5.86% above",3.2 months,272.29,No Information,No Information,No Information,No Information,No Information,8.4% above/5.86% above/5.86% above,7.36%/0.65%/2.8%,"13.77%, 30.22%",3 months/6 days/18 days,2026-06-14/2026-02-12/2026-03-02,1.87%,16.62%,-14.75%,0.14,0.88,No Target/284.2317/283.77/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,246.7/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/237.76,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),AAPL,BUY,short,CANCEL BUY,0.0,-2.0,-2.0,43.5,moderate,False,compounder,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"ORCL, Long, 2026-01-26 (Price: 182.44)",2026-05-11 (Price: 193.84),"6.25%, 3.5 months","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-01-26",Already confirmed,"2026-05-11 (Price: 193.84), 6.25% above",3.5 months,179.1,No Information,No Information,No Information,No Information,No Information,9.42% above/6.25% above/6.25% above,13.62%/0.99%/5.58%,"50.1%, 58.43%",3.2 months/6 days/1.1 month,2026-06-14/2026-02-03/2026-03-14,-1.22%,15.8%,-17.02%,0.06,0.73,198.5312/192.6202/193.99/No Horizontal Resistance/300.069/376.1425/218.9,173.88/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),ORCL,BUY,short,CANCEL BUY,0.0,-1.0,-1.0,46.0,moderate,False,saas,4.0,-5.0,EQUITY,BQ 4.0 + valuation tax -5.0 = -1.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"EEM, Long, 2026-01-25 (Price: 59.07)",2026-05-10 (Price: 67.94),"15.02%, 3.5 months","92.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-05-11 (Price: 67.89), 14.93% above",3.5 months,57.35,No Information,No Information,No Information,No Information,No Information,14.93% above/16.53% above/14.93% above,11.23%/1.19%/4.0%,"20.12%, 35.1%",1.4 year/28 days/3.8 months,2028-01-23/2026-03-06/2026-07-09,3.13%,1.56%,1.57%,0.12,-0.02,62.2893/61.4328/73.31/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/50.68,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),EEM,BUY,short,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
TRENDPULSE,"MEL.NZ, Long, 2026-01-23 (Price: 5.7)",2026-05-11 (Price: 5.85),"2.63%, 3.6 months","94.59%, Past 4 years, 37","Daily, is CONFIRMED on 2026-01-23",Already confirmed,"2026-05-11 (Price: 5.85), 2.63% above",3.6 months,5.65,No Information,No Information,No Information,No Information,No Information,2.81% above/2.63% above/2.63% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,2027-01-18/2026-02-20/2026-04-24,13.84%,2.96%,10.88%,0.23,0.15,5.8579/5.8476/5.88/6.825/7.4565/8.4564/5.73,5.52/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),MEL.NZ,BUY,short,CANCEL BUY,0.0,-1.5,-1.5,49.25,moderate,False,income,-1.5,0.0,EQUITY,BQ -1.5 + valuation tax 0.0 = -1.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"XIU.TO, Long, 2026-01-18 (Price: 48.64)",2026-05-10 (Price: 50.09),"2.98%, 3.7 months","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-05-11 (Price: 50.06), 2.92% above",3.8 months,48.27,No Information,No Information,No Information,No Information,No Information,3.82% above/2.92% above/2.92% above,4.78%/1.57%/2.92%,"-0.0%, 32.4%",1.1 year/28 days/3.7 months,2027-08-14/2026-02-27/2026-06-27,4.78%,4.53%,0.25%,1.33,0.22,49.5544/50.0603/65.73/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,35.35/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/42.5,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),XIU.TO,BUY,short,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
TRENDPULSE,"ASML, Long, 2026-01-18 (Price: 1358.5699)",2026-05-10 (Price: 1592.02),"17.18%, 3.7 months","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-05-11 (Price: 1565.8101), 15.25% above",3.8 months,1256.0601,No Information,No Information,No Information,No Information,No Information,15.25% above/17.59% above/15.25% above,26.23%/2.69%/11.48%,"25.72%, 56.36%",8.9 months/1.2 month/3.3 months,2027-02-08/2026-03-11/2026-06-10,11.44%,16.81%,-5.37%,0.53,0.81,1497.144/1514.5337/2118.07/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,689.82/576.784/1034.6774/832.8601/No F-Track Level/No F-Track Level/873.67,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),ASML,BUY,short,CANCEL BUY,0.0,-2.0,-2.0,54.5,moderate,False,cyclical,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2026-01-11 (Price: 2500.5)",2026-05-11 (Price: 2565.8),"2.61%, 4 months","85.0%, Past 5 years, 60","Weekly, was CONFIRMED on 2026-01-11",Already confirmed,"2026-05-11 (Price: 2565.8), 2.61% above",4 months,2495.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,2026-12-11/2026-04-12/2026-07-12,92.6%,54.38%,38.22%,0.78,2.08,3733.9967/3973.0444/4259.573/2588.15/4259.573/5325.1753/2608.35,2408.2/112.6583/1843.1138/1261.1932/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets),MAZDOCK.NS,BUY,short,CANCEL BUY,0.0,0.0,0.0,54.5,moderate,False,compounder,5.0,-5.0,EQUITY,BQ 5.0 + valuation tax -5.0 = 0.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2026-01-04 (Price: 2494.5)",2026-05-11 (Price: 2565.8),"2.86%, 4.2 months","85.0%, Past 5 years, 60","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-05-11 (Price: 2565.8), 2.86% above",4.2 months,2579.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,2026-12-04/2026-04-05/2026-07-05,92.6%,54.38%,38.22%,0.78,2.08,3725.0368/3963.5111/4259.573/2588.15/4259.573/5325.1753/2608.35,2408.2/112.6583/1843.1138/1261.1932/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets),MAZDOCK.NS,BUY,short,CANCEL BUY,0.0,0.0,0.0,54.5,moderate,False,compounder,5.0,-5.0,EQUITY,BQ 5.0 + valuation tax -5.0 = 0.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"MAR, Long, 2025-12-31 (Price: 310.24)",2026-05-11 (Price: 353.32),"13.89%, 4.4 months","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-05-11 (Price: 353.32), 13.89% above",4.4 months,302.43,No Information,No Information,No Information,No Information,No Information,15.92% above/13.89% above/13.89% above,30.2%/3.49%/14.0%,"0%, 34.42%",1.6 year/4.2 months/9.9 months,2028-04-13/2026-07-01/2027-03-06,8.97%,8.08%,0.89%,1.25,0.41,376.166/353.6736/311.87/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,136.01/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/267.22,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),MAR,BUY,long,CANCEL BUY,0.0,-0.5,-0.5,53.25,moderate,False,compounder,4.5,-5.0,EQUITY,BQ 4.5 + valuation tax -5.0 = -0.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"ABNB, Long, 2025-12-21 (Price: 135.28)",2026-05-11 (Price: 137.05),"1.31%, 4.7 months","85.71%, Past 10 years, 7","Weekly, is CONFIRMED on 2025-12-19",Already confirmed,"2026-05-11 (Price: 137.05), 1.31% above",4.7 months,129.29,No Information,No Information,No Information,No Information,No Information,6.75% above/1.31% above/1.31% above,21.23%/8.06%/17.07%,"25.5%, 58.72%",8.9 months/1.2 month/5 months,2027-01-11/2026-02-11/2026-07-26,-8.15%,0.04%,-8.19%,0.28,0.13,No Target/158.3723/140.44/178.025/223.5359/232.9937/No EMA 200 Target,114.26/99.795/124.5998/No stop loss/No F-Track Level/No F-Track Level/126.47,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),ABNB,BUY,short,CANCEL BUY,0.0,1.0,1.0,65.0,moderate_high,False,compounder,4.0,-3.0,EQUITY,BQ 4.0 + valuation tax -3.0 = 1.0 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,"GOOG, Long, 2025-11-30 (Price: 320.12)",2026-05-11 (Price: 386.77),"20.82%, 5.4 months","100.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2026-05-11 (Price: 386.77), 20.82% above",5.4 months,311.01,No Information,No Information,No Information,No Information,No Information,29.07% above/20.82% above/20.82% above,19.02%/4.43%/10.08%,"-0.0%, 15.08%",4 months/1.2 month/1.7 month,2026-05-22/2026-01-21/2026-02-11,13.59%,17.02%,-3.43%,1.76,0.92,378.3178/352.3881/488.5/No Horizontal Resistance/No Target/322.8294/No EMA 200 Target,147.74/84.51/240.3589/219.0619/No F-Track Level/No F-Track Level/203.2,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),GOOG,BUY,short,CANCEL BUY,0.0,-1.5,-1.5,50.75,moderate,False,compounder,3.5,-5.0,EQUITY,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
