Function,"Symbol, Signal, Signal Date/Price[$]",ticker,asset_type,business_type,signal_timeframe,bq_raw,valuation_tax,conviction_raw,conviction_score,fs_score,fs_class,yield_trap_warning,verdict,sizing_pct,rationale
FRACTAL TRACK,"TRI.TO, Long, 2025-12-28 (Price: 181.76)",TRI.TO,EQUITY,income,short,7.0,-2.0,5.0,5.0,77.5,strong,False,TACTICAL BUY,75.0,BQ 7.0 + valuation tax -2.0 = 5.0 | FS class strong
FRACTAL TRACK,"BTC-USD, Long, 2025-12-07 (Price: 90405.6406)",BTC-USD,CRYPTOCURRENCY,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=CRYPTOCURRENCY
FRACTAL TRACK,"CRM, Long, 2025-12-07 (Price: 260.57)",CRM,EQUITY,saas,short,2.0,-1.0,1.0,1.0,65.0,moderate_high,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -1.0 = 1.0 | FS class moderate_high
FRACTAL TRACK,"GBPUSD=X, Long, 2025-11-23 (Price: 1.3085)",GBPUSD=X,CURRENCY,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=CURRENCY
FRACTAL TRACK,"KXS.TO, Long, 2025-11-23 (Price: 176.3)",KXS.TO,EQUITY,saas,short,2.5,-2.0,0.5,0.5,61.25,moderate_high,False,CANCEL BUY,0.0,BQ 2.5 + valuation tax -2.0 = 0.5 | FS class moderate_high
FRACTAL TRACK,"CNU.NZ, Long, 2025-11-02 (Price: 9.36)",CNU.NZ,EQUITY,income,short,0.0,-4.0,-4.0,-4.0,42.0,moderate,False,CANCEL BUY,0.0,BQ 0.0 + valuation tax -4.0 = -4.0 | FS class moderate
FRACTAL TRACK,"TRI.TO, Long, 2025-10-26 (Price: 227.55)",TRI.TO,EQUITY,income,short,7.0,-2.0,5.0,5.0,77.5,strong,False,TACTICAL BUY,75.0,BQ 7.0 + valuation tax -2.0 = 5.0 | FS class strong
FRACTAL TRACK,"BYDDY, Long, 2025-10-26 (Price: 13.37)",BYDDY,EQUITY,compounder,short,4.0,-2.0,2.0,2.0,55.0,moderate_high,False,REDUCED BUY,40.0,BQ 4.0 + valuation tax -2.0 = 2.0 | FS class moderate_high
FRACTAL TRACK,"CRM, Long, 2025-10-19 (Price: 243.08)",CRM,EQUITY,saas,short,2.0,-1.0,1.0,1.0,65.0,moderate_high,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -1.0 = 1.0 | FS class moderate_high
FRACTAL TRACK,"KXS.TO, Long, 2025-10-12 (Price: 182.12)",KXS.TO,EQUITY,saas,short,2.5,-2.0,0.5,0.5,61.25,moderate_high,False,CANCEL BUY,0.0,BQ 2.5 + valuation tax -2.0 = 0.5 | FS class moderate_high
FRACTAL TRACK,"BYDDY, Long, 2025-09-21 (Price: 14.53)",BYDDY,EQUITY,compounder,short,4.0,-2.0,2.0,2.0,55.0,moderate_high,False,REDUCED BUY,40.0,BQ 4.0 + valuation tax -2.0 = 2.0 | FS class moderate_high
FRACTAL TRACK,"BDL.NS, Long, 2025-09-14 (Price: 1566.5)",BDL.NS,EQUITY,compounder,short,11.0,-5.0,6.0,6.0,74.5,moderate_high,False,TACTICAL BUY,85.0,BQ 11.0 + valuation tax -5.0 = 6.0 | FS class moderate_high
FRACTAL TRACK,"BBTC.NS, Long, 2025-09-14 (Price: 1879.8)",BBTC.NS,EQUITY,compounder,short,5.0,0.0,5.0,5.0,75.5,strong,False,TACTICAL BUY,60.0,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong
FRACTAL TRACK,"BYDDY, Long, 2025-08-17 (Price: 14.39)",BYDDY,EQUITY,compounder,short,4.0,-2.0,2.0,2.0,55.0,moderate_high,False,REDUCED BUY,40.0,BQ 4.0 + valuation tax -2.0 = 2.0 | FS class moderate_high
FRACTAL TRACK,"CRM, Long, 2025-06-15 (Price: 258.4)",CRM,EQUITY,saas,short,2.0,-1.0,1.0,1.0,65.0,moderate_high,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -1.0 = 1.0 | FS class moderate_high
FRACTAL TRACK,"CRM, Long, 2025-04-27 (Price: 267.85)",CRM,EQUITY,saas,short,2.0,-1.0,1.0,1.0,65.0,moderate_high,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -1.0 = 1.0 | FS class moderate_high
DELTADRIFT,"VGT, Long, 2026-05-15 (Price: 113.31)",VGT,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
DELTADRIFT,"^BVSP, Long, 2026-05-14 (Price: 178365.8594)",^BVSP,INDEX,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=INDEX
DELTADRIFT,"BAC, Long, 2026-05-14 (Price: 49.85)",BAC,EQUITY,compounder,short,0.0,-2.0,-2.0,-2.0,55.0,moderate_high,False,CANCEL BUY,0.0,BQ 0.0 + valuation tax -2.0 = -2.0 | FS class moderate_high
DELTADRIFT,"ATM.NZ, Long, 2026-05-13 (Price: 7.77)",ATM.NZ,EQUITY,income,short,5.5,0.0,5.5,5.5,71.75,moderate_high,False,TACTICAL BUY,85.0,BQ 5.5 + valuation tax 0.0 = 5.5 | FS class moderate_high
DELTADRIFT,"IHI, Long, 2026-05-12 (Price: 48.7)",IHI,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
DELTADRIFT,"MCD, Long, 2026-05-12 (Price: 274.84)",MCD,EQUITY,income,short,2.0,-3.0,-1.0,-1.0,65.0,moderate_high,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -3.0 = -1.0 | FS class moderate_high
DELTADRIFT,"SJ.TO, Long, 2026-05-12 (Price: 74.24)",SJ.TO,EQUITY,cyclical,short,5.5,-1.0,4.5,4.5,73.75,moderate_high,False,REDUCED BUY,50.0,BQ 5.5 + valuation tax -1.0 = 4.5 | FS class moderate_high
DELTADRIFT,"WCN.TO, Long, 2026-05-11 (Price: 206.55)",WCN.TO,EQUITY,compounder,short,2.0,-3.0,-1.0,-1.0,60.0,moderate_high,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -3.0 = -1.0 | FS class moderate_high
DELTADRIFT,"SPOT, Long, 2026-05-01 (Price: 441.51)",SPOT,EQUITY,compounder,short,4.0,-2.0,2.0,2.0,65.0,moderate_high,False,REDUCED BUY,25.0,BQ 4.0 + valuation tax -2.0 = 2.0 | FS class moderate_high
DELTADRIFT,"GILD, Long, 2026-04-23 (Price: 133.64)",GILD,EQUITY,compounder,short,4.0,-2.0,2.0,2.0,70.0,moderate_high,False,REDUCED BUY,25.0,BQ 4.0 + valuation tax -2.0 = 2.0 | FS class moderate_high
DELTADRIFT,"BYD.TO, Long, 2026-04-19 (Price: 167.85)",BYD.TO,EQUITY,compounder,short,-3.0,-1.0,-4.0,-4.0,52.5,moderate,False,CANCEL BUY,0.0,BQ -3.0 + valuation tax -1.0 = -4.0 | FS class moderate
DELTADRIFT,"TRI.TO, Long, 2026-04-19 (Price: 127.45)",TRI.TO,EQUITY,income,short,7.0,-2.0,5.0,5.0,77.5,strong,False,TACTICAL BUY,75.0,BQ 7.0 + valuation tax -2.0 = 5.0 | FS class strong
DELTADRIFT,"ATM.NZ, Long, 2026-04-16 (Price: 9.5)",ATM.NZ,EQUITY,income,short,5.5,0.0,5.5,5.5,71.75,moderate_high,False,TACTICAL BUY,85.0,BQ 5.5 + valuation tax 0.0 = 5.5 | FS class moderate_high
DELTADRIFT,"RELIANCE.NS, Long, 2026-04-12 (Price: 1350.2)",RELIANCE.NS,EQUITY,cyclical,short,2.0,-3.0,-1.0,-1.0,52.0,moderate,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -3.0 = -1.0 | FS class moderate
DELTADRIFT,"BBTC.NS, Long, 2026-04-12 (Price: 1487.4)",BBTC.NS,EQUITY,compounder,short,5.0,0.0,5.0,5.0,75.5,strong,False,TACTICAL BUY,60.0,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong
DELTADRIFT,"MFT.NZ, Long, 2026-04-05 (Price: 58.99)",MFT.NZ,EQUITY,income,short,7.5,0.0,7.5,7.5,76.75,strong,False,TACTICAL BUY,85.0,BQ 7.5 + valuation tax 0.0 = 7.5 | FS class strong
DELTADRIFT,"EBO.NZ, Long, 2026-03-29 (Price: 22.6)",EBO.NZ,EQUITY,income,short,1.0,0.0,1.0,1.0,55.5,moderate_high,False,CANCEL BUY,0.0,BQ 1.0 + valuation tax 0.0 = 1.0 | FS class moderate_high
DELTADRIFT,"HDFCBANK.NS, Long, 2026-03-25 (Price: 782.3)",HDFCBANK.NS,EQUITY,compounder,short,0.0,-3.0,-3.0,-3.0,50.0,moderate,False,CANCEL BUY,0.0,BQ 0.0 + valuation tax -3.0 = -3.0 | FS class moderate
DELTADRIFT,"TCS.NS, Long, 2026-03-08 (Price: 2557.6001)",TCS.NS,EQUITY,income,short,3.5,0.0,3.5,3.5,66.75,moderate_high,False,REDUCED BUY,25.0,BQ 3.5 + valuation tax 0.0 = 3.5 | FS class moderate_high
DELTADRIFT,"ORCL, Long, 2026-02-15 (Price: 160.14)",ORCL,EQUITY,saas,short,4.0,-5.0,-1.0,-1.0,46.0,moderate,False,CANCEL BUY,0.0,BQ 4.0 + valuation tax -5.0 = -1.0 | FS class moderate
TRENDPULSE,"^GSPC, Long, 2026-05-15 (Price: 7408.5)",^GSPC,INDEX,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=INDEX
TRENDPULSE,"BNS.TO, Long, 2026-05-15 (Price: 106.16)",BNS.TO,EQUITY,unknown,short,0.0,0.0,0.0,0.0,50.0,moderate,False,CANCEL BUY,0.0,BQ 0.0 + valuation tax 0.0 = 0.0 | FS class moderate
TRENDPULSE,"CSCO, Long, 2026-05-15 (Price: 118.21)",CSCO,EQUITY,compounder,short,3.0,-5.0,-2.0,-2.0,43.5,moderate,False,CANCEL BUY,0.0,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate
TRENDPULSE,"SPY, Long, 2026-05-15 (Price: 739.17)",SPY,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"TD, Long, 2026-05-15 (Price: 107.64)",TD,EQUITY,compounder,short,-1.0,-5.0,-6.0,-6.0,33.5,moderate_low,False,CANCEL BUY,0.0,BQ -1.0 + valuation tax -5.0 = -6.0 | FS class moderate_low
TRENDPULSE,"CNQ.TO, Long, 2026-05-15 (Price: 66.08)",CNQ.TO,EQUITY,cyclical,short,5.0,-4.0,1.0,1.0,67.5,moderate_high,False,CANCEL BUY,0.0,BQ 5.0 + valuation tax -4.0 = 1.0 | FS class moderate_high
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-05-15 (Price: 1878.2)",SUNPHARMA.NS,EQUITY,compounder,short,6.5,-5.0,1.5,1.5,60.25,moderate_high,False,CANCEL BUY,0.0,BQ 6.5 + valuation tax -5.0 = 1.5 | FS class moderate_high
TRENDPULSE,"IMO.TO, Long, 2026-05-15 (Price: 185.26)",IMO.TO,EQUITY,cyclical,short,4.5,-4.0,0.5,0.5,60.25,moderate_high,False,CANCEL BUY,0.0,BQ 4.5 + valuation tax -4.0 = 0.5 | FS class moderate_high
TRENDPULSE,"GOOG, Long, 2026-05-14 (Price: 397.17)",GOOG,EQUITY,compounder,short,3.5,-5.0,-1.5,-1.5,50.75,moderate,False,CANCEL BUY,0.0,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate
TRENDPULSE,"NVDA, Long, 2026-05-14 (Price: 235.74)",NVDA,EQUITY,compounder,short,3.5,-5.0,-1.5,-1.5,44.75,moderate,False,CANCEL BUY,0.0,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate
TRENDPULSE,"BABA, Long, 2026-05-14 (Price: 141.12)",BABA,EQUITY,compounder,short,0.0,-5.0,-5.0,-5.0,39.0,moderate_low,False,CANCEL BUY,0.0,BQ 0.0 + valuation tax -5.0 = -5.0 | FS class moderate_low
TRENDPULSE,"CEN.NZ, Long, 2026-05-14 (Price: 9.9)",CEN.NZ,EQUITY,income,short,1.5,0.0,1.5,1.5,61.75,moderate_high,False,CANCEL BUY,0.0,BQ 1.5 + valuation tax 0.0 = 1.5 | FS class moderate_high
TRENDPULSE,"BBTC.NS, Long, 2026-05-14 (Price: 1537.9)",BBTC.NS,EQUITY,compounder,short,5.0,0.0,5.0,5.0,75.5,strong,False,TACTICAL BUY,60.0,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong
TRENDPULSE,"PPL.TO, Long, 2026-05-14 (Price: 66.72)",PPL.TO,EQUITY,cyclical,short,5.0,-5.0,0.0,0.0,53.5,moderate,False,CANCEL BUY,0.0,BQ 5.0 + valuation tax -5.0 = 0.0 | FS class moderate
TRENDPULSE,"CSU.TO, Long, 2026-05-14 (Price: 2533.1499)",CSU.TO,EQUITY,saas,short,3.0,-1.0,2.0,2.0,62.5,moderate_high,False,REDUCED BUY,25.0,BQ 3.0 + valuation tax -1.0 = 2.0 | FS class moderate_high
TRENDPULSE,"XLV, Long, 2026-05-13 (Price: 146.71)",XLV,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"MCY.NZ, Long, 2026-05-13 (Price: 7.1)",MCY.NZ,EQUITY,income,short,-1.5,0.0,-1.5,-1.5,49.25,moderate,False,CANCEL BUY,0.0,BQ -1.5 + valuation tax 0.0 = -1.5 | FS class moderate
TRENDPULSE,"CNQ.TO, Long, 2026-05-13 (Price: 64.69)",CNQ.TO,EQUITY,cyclical,short,5.0,-4.0,1.0,1.0,67.5,moderate_high,False,CANCEL BUY,0.0,BQ 5.0 + valuation tax -4.0 = 1.0 | FS class moderate_high
TRENDPULSE,"BTI, Long, 2026-05-12 (Price: 63.64)",BTI,EQUITY,income,short,2.0,-2.0,0.0,0.0,55.0,moderate_high,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -2.0 = 0.0 | FS class moderate_high
TRENDPULSE,"DBC, Long, 2026-05-12 (Price: 31.69)",DBC,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"BIPC.TO, Long, 2026-05-12 (Price: 55.53)",BIPC.TO,EQUITY,income,short,0.0,-1.0,-1.0,-1.0,55.0,moderate_high,False,CANCEL BUY,0.0,BQ 0.0 + valuation tax -1.0 = -1.0 | FS class moderate_high
TRENDPULSE,"BRK-B, Long, 2026-05-11 (Price: 479.55)",BRK-B,EQUITY,compounder,short,2.0,-1.0,1.0,1.0,60.0,moderate_high,False,CANCEL BUY,0.0,BQ 2.0 + valuation tax -1.0 = 1.0 | FS class moderate_high
TRENDPULSE,"CSCO, Long, 2026-05-11 (Price: 98.72)",CSCO,EQUITY,compounder,short,3.0,-5.0,-2.0,-2.0,43.5,moderate,False,CANCEL BUY,0.0,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate
TRENDPULSE,"CNU.NZ, Long, 2026-05-11 (Price: 10.25)",CNU.NZ,EQUITY,income,short,0.0,-4.0,-4.0,-4.0,42.0,moderate,False,CANCEL BUY,0.0,BQ 0.0 + valuation tax -4.0 = -4.0 | FS class moderate
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-05-11 (Price: 1872.7)",SUNPHARMA.NS,EQUITY,compounder,short,6.5,-5.0,1.5,1.5,60.25,moderate_high,False,CANCEL BUY,0.0,BQ 6.5 + valuation tax -5.0 = 1.5 | FS class moderate_high
TRENDPULSE,"AAPL, Long, 2026-05-10 (Price: 293.32)",AAPL,EQUITY,compounder,short,3.0,-5.0,-2.0,-2.0,43.5,moderate,False,CANCEL BUY,0.0,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate
TRENDPULSE,"QQQ, Long, 2026-05-10 (Price: 711.23)",QQQ,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"ASHR, Long, 2026-05-10 (Price: 35.73)",ASHR,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"^GSPC, Long, 2026-05-10 (Price: 7398.9302)",^GSPC,INDEX,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=INDEX
TRENDPULSE,"^NDX, Long, 2026-05-10 (Price: 29234.9941)",^NDX,INDEX,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=INDEX
TRENDPULSE,"CVS, Long, 2026-05-10 (Price: 90.55)",CVS,EQUITY,income,short,-4.0,0.0,-4.0,-4.0,48.0,moderate,False,CANCEL BUY,0.0,BQ -4.0 + valuation tax 0.0 = -4.0 | FS class moderate
TRENDPULSE,"EEM, Long, 2026-05-10 (Price: 67.94)",EEM,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"MEL.NZ, Long, 2026-05-10 (Price: 5.76)",MEL.NZ,EQUITY,income,short,-1.5,0.0,-1.5,-1.5,49.25,moderate,False,CANCEL BUY,0.0,BQ -1.5 + valuation tax 0.0 = -1.5 | FS class moderate
TRENDPULSE,"KXS.TO, Long, 2026-05-10 (Price: 158.73)",KXS.TO,EQUITY,saas,short,2.5,-2.0,0.5,0.5,61.25,moderate_high,False,CANCEL BUY,0.0,BQ 2.5 + valuation tax -2.0 = 0.5 | FS class moderate_high
TRENDPULSE,"NOVA.F, Long, 2026-05-10 (Price: 38.92)",NOVA.F,EQUITY,compounder,short,2.5,-3.0,-0.5,-0.5,58.25,moderate_high,False,CANCEL BUY,0.0,BQ 2.5 + valuation tax -3.0 = -0.5 | FS class moderate_high
TRENDPULSE,"TSLA, Long, 2026-05-08 (Price: 428.35)",TSLA,EQUITY,compounder,short,-2.5,-5.0,-7.5,-7.5,27.75,moderate_low,False,CANCEL BUY,0.0,BQ -2.5 + valuation tax -5.0 = -7.5 | FS class moderate_low
TRENDPULSE,"NVDA, Long, 2026-05-07 (Price: 211.5)",NVDA,EQUITY,compounder,short,3.5,-5.0,-1.5,-1.5,44.75,moderate,False,CANCEL BUY,0.0,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate
TRENDPULSE,"TSLA, Long, 2026-05-07 (Price: 411.79)",TSLA,EQUITY,compounder,short,-2.5,-5.0,-7.5,-7.5,27.75,moderate_low,False,CANCEL BUY,0.0,BQ -2.5 + valuation tax -5.0 = -7.5 | FS class moderate_low
TRENDPULSE,"HDFCBANK.NS, Long, 2026-05-07 (Price: 796.05)",HDFCBANK.NS,EQUITY,compounder,short,0.0,-3.0,-3.0,-3.0,50.0,moderate,False,CANCEL BUY,0.0,BQ 0.0 + valuation tax -3.0 = -3.0 | FS class moderate
TRENDPULSE,"CVS, Long, 2026-05-07 (Price: 87.36)",CVS,EQUITY,income,short,-4.0,0.0,-4.0,-4.0,48.0,moderate,False,CANCEL BUY,0.0,BQ -4.0 + valuation tax 0.0 = -4.0 | FS class moderate
TRENDPULSE,"CEN.NZ, Long, 2026-05-07 (Price: 9.9)",CEN.NZ,EQUITY,income,short,1.5,0.0,1.5,1.5,61.75,moderate_high,False,CANCEL BUY,0.0,BQ 1.5 + valuation tax 0.0 = 1.5 | FS class moderate_high
TRENDPULSE,"AAPL, Long, 2026-05-06 (Price: 287.51)",AAPL,EQUITY,compounder,short,3.0,-5.0,-2.0,-2.0,43.5,moderate,False,CANCEL BUY,0.0,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate
TRENDPULSE,"GOOG, Long, 2026-05-06 (Price: 395.14)",GOOG,EQUITY,compounder,short,3.5,-5.0,-1.5,-1.5,50.75,moderate,False,CANCEL BUY,0.0,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate
TRENDPULSE,"QQQ, Long, 2026-05-06 (Price: 695.77)",QQQ,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"^NDX, Long, 2026-05-06 (Price: 28599.1719)",^NDX,INDEX,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=INDEX
TRENDPULSE,"SPY, Long, 2026-05-06 (Price: 733.83)",SPY,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"GRANULES.NS, Long, 2026-05-06 (Price: 736.0)",GRANULES.NS,EQUITY,compounder,short,5.5,-5.0,0.5,0.5,55.75,moderate_high,False,CANCEL BUY,0.0,BQ 5.5 + valuation tax -5.0 = 0.5 | FS class moderate_high
TRENDPULSE,"000660.KS, Long, 2026-05-06 (Price: 1601000.0)",000660.KS,EQUITY,compounder,short,5.5,-5.0,0.5,0.5,49.75,moderate,False,CANCEL BUY,0.0,BQ 5.5 + valuation tax -5.0 = 0.5 | FS class moderate
TRENDPULSE,"BDGI.TO, Long, 2026-05-04 (Price: 80.22)",BDGI.TO,EQUITY,compounder,short,2.5,-2.0,0.5,0.5,61.25,moderate_high,False,CANCEL BUY,0.0,BQ 2.5 + valuation tax -2.0 = 0.5 | FS class moderate_high
TRENDPULSE,"NOVA.F, Long, 2026-05-04 (Price: 37.82)",NOVA.F,EQUITY,compounder,short,2.5,-3.0,-0.5,-0.5,58.25,moderate_high,False,CANCEL BUY,0.0,BQ 2.5 + valuation tax -3.0 = -0.5 | FS class moderate_high
TRENDPULSE,"AMZN, Long, 2026-05-03 (Price: 268.26)",AMZN,EQUITY,compounder,short,3.5,-5.0,-1.5,-1.5,50.75,moderate,False,CANCEL BUY,0.0,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate
TRENDPULSE,"RINF, Long, 2026-05-03 (Price: 32.56)",RINF,ETF,,short,,,,,,,False,NOT_APPLICABLE,0.0,quoteType=ETF
TRENDPULSE,"MEL.NZ, Long, 2026-05-03 (Price: 5.72)",MEL.NZ,EQUITY,income,short,-1.5,0.0,-1.5,-1.5,49.25,moderate,False,CANCEL BUY,0.0,BQ -1.5 + valuation tax 0.0 = -1.5 | FS class moderate
TRENDPULSE,"GRANULES.NS, Long, 2026-05-03 (Price: 701.0)",GRANULES.NS,EQUITY,compounder,short,5.5,-5.0,0.5,0.5,55.75,moderate_high,False,CANCEL BUY,0.0,BQ 5.5 + valuation tax -5.0 = 0.5 | FS class moderate_high
TRENDPULSE,"PPL.TO, Long, 2026-05-03 (Price: 63.2)",PPL.TO,EQUITY,cyclical,short,5.0,-5.0,0.0,0.0,53.5,moderate,False,CANCEL BUY,0.0,BQ 5.0 + valuation tax -5.0 = 0.0 | FS class moderate
TRENDPULSE,"GOOG, Long, 2026-05-01 (Price: 383.22)",GOOG,EQUITY,compounder,short,3.5,-5.0,-1.5,-1.5,50.75,moderate,False,CANCEL BUY,0.0,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate
