Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
PULSEGAUGE,"WPM.TO, Long, 2026-04-24 (Price: 190.47)",Weekly,No Exit Yet,No Price Target,2026-05-07 (Min),21.63%/38.37%,"-11.26%, 10 days","2026-05-04 (Price: 169.03), 11.26% below",205.5933 (Historic Rise or Fall to Pivot)/250.2395 (Avg % Gain of Historic Winning trades)/233.8832 (Function Specific Target)/233.8832 (F-Stack 1)/263.3933 (F-Stack 2)/259.4963 (Backtested Max)/245.0587 (Backtested Min),2031-04-23 (Max)/2026-05-07 (Min)/2027-01-27 (Avg),157.08/52.782/180.0371/146.152/No F-Track Level/No F-Track Level/163.55,"85.71%, Past 20 years, 14",205.63,No Information,No Information,No Information,No Information,No Information,No Information,36.24%/28.66%/31.38%,"45.88%, 55.53%",3.5 years/9 days/6.4 months,13.2%,12.78%,0.42%,0.09,0.07,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-04-27 (Price: 216.61)",Daily,No Exit Yet,No Price Target,2026-05-05 (Min),12.36%/15.48%,"-8.37%, 7 days","2026-05-04 (Price: 198.48), 8.37% below",270.5242 (Historic Rise or Fall to Pivot)/236.3648 (Avg % Gain of Historic Winning trades)/229.2 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/258.654 (Backtested Max)/223.0217 (Backtested Min),2026-05-21 (Max)/2026-05-05 (Min)/2026-05-11 (Avg),165.17/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/183.11,"90.91%, Past 4 years, 22",209.645,No Information,No Information,No Information,No Information,No Information,0.58% below/8.37% below/8.37% below,19.41%/2.96%/9.12%,"6.69%, 63.72%",17 days/6 days/10 days,14.21%,45.73%,-31.52%,0.35,1.79,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-04-20 (Price: 202.06)",Daily,No Exit Yet,No Price Target,2026-05-04 (Avg),11.09%/20.87%,"-1.77%, 14 days","2026-05-04 (Price: 198.48), 1.77% below",252.3527 (Historic Rise or Fall to Pivot)/220.4879 (Avg % Gain of Historic Winning trades)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/241.2798 (Backtested Max),2026-05-14 (Max),165.17/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/182.0,"90.91%, Past 4 years, 22",199.98,No Information,No Information,No Information,No Information,No Information,1.77% below/1.77% below/1.77% below,19.41%/2.96%/9.12%,"6.69%, 63.72%",17 days/6 days/10 days,14.21%,45.73%,-31.52%,0.35,1.79,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-03-31 (Price: 245.3)",Quarterly,2026-05-04 (Price: 307.65),No Price Target,No Date Target,22.88%/25.75%,"25.42%, 1.1 year","2026-05-04 (Price: 307.65), 25.42% above",386.88 (Function Specific Target)/378.0318 (Backtested Max),2030-05-21 (Max)/2026-10-25 (Min)/2027-10-25 (Avg),104.5/91.08/208.1524/186.1217/No F-Track Level/No F-Track Level/230.23,"100.0%, Past 45 years, 6",240.92,No Information,No Information,No Information,No Information,No Information,28.34% above/23.99% above/25.42% above,54.11%/10.04%/26.54%,"0%, 36.16%",3.6 years/1.1 year/1.8 year,5.38%,6.11%,-0.73%,0.2,0.31,100.0%/20/2.5 years (Across ALL Assets),0.0%/5/2.8 months (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2024-06-30 (Price: 202.26)",Quarterly,2026-05-04 (Price: 307.65),316.12 (Function Specific Target)/311.7029 (Backtested Max),No Date Target,No Next Target,"52.11%, 1.9 year","2026-05-04 (Price: 307.65), 52.11% above",No Next Target,2029-08-20 (Max)/2027-01-24 (Avg),104.5/91.08/186.1217/130.0388/No F-Track Level/No F-Track Level/173.92,"100.0%, Past 45 years, 6",199.99,No Information,No Information,No Information,No Information,No Information,52.11% above/52.11% above/52.11% above,54.11%/10.04%/26.54%,"0%, 36.16%",3.6 years/1.1 year/1.8 year,5.38%,6.11%,-0.73%,0.2,0.31,100.0%/20/2.5 years (Across ALL Assets),0.0%/5/2.8 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2026-04-27 (Price: 664.23)",Daily,No Exit Yet,No Price Target,2026-05-05 (Min),2.01%/4.11%,"1.3%, 7 days","2026-05-04 (Price: 672.88), 1.3% above",700.5634 (Historic Rise or Fall to Pivot)/686.4153 (Avg % Gain of Historic Winning trades)/760.66 (Function Specific Target)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2)/707.7371 (Backtested Max),2026-06-05 (Max)/2026-05-05 (Min)/2026-05-15 (Avg),558.28/256.995/610.7303/563.3658/No F-Track Level/No F-Track Level/601.9,"73.68%, Past 4 years, 19",663.385,No Information,No Information,No Information,No Information,No Information,3.29% above/1.3% above/1.3% above,6.55%/0.6%/3.34%,"2.59%, 22.88%",27 days/6 days/13 days,11.57%,12.78%,-1.21%,0.6,0.77,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
PULSEGAUGE,"QQQ, Long, 2025-10-10 (Price: 589.5)",Weekly,2026-05-01 (Price: 674.15),680.8725 (Avg % Gain of Historic Winning trades)/677.3355 (Backtested Min),No Date Target,2.52%/24.28%,"14.14%, 6.9 months","2026-05-04 (Price: 672.88), 14.14% above",836.2536 (F-Stack 2)/689.8329 (Backtested Max),2026-09-26 (Max)/2026-05-15 (Avg),422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"82.35%, Past 25 years, 17",608.45,No Information,No Information,No Information,No Information,No Information,No Information,17.02%/14.9%/15.5%,"23.59%, 27.45%",8.1 months/1.6 month/5 months,7.47%,7.45%,0.02%,0.04,-0.16,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2026-04-15 (Price: 142.77)",Daily,2026-05-01 (Price: 145.84),No Price Target,2026-05-06 (Avg),2.89%/3.15%,"1.24%, 19 days","2026-05-04 (Price: 144.54), 1.24% above",148.7235 (Historic Rise or Fall to Pivot)/182.77 (Function Specific Target)/152.0396 (F-Stack 1)/201.9998 (F-Stack 2)/149.0947 (Backtested Max),2026-06-14 (Max)/2026-05-06 (Avg),126.11/73.6233/128.6672/101.1064/No F-Track Level/No F-Track Level/117.93,"90.91%, Past 4 years, 22",142.27,No Information,No Information,No Information,No Information,No Information,2.75% above/1.24% above/1.24% above,4.43%/0.31%/2.18%,"10.76%, 19.34%",1.4 month/4 days/15 days,5.32%,10.98%,-5.66%,0.18,0.75,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-28 (Price: 129.16)",Weekly,2026-05-03 (Price: 145.84),145.0725 (Backtested Max),No Date Target,5.19%/19.53%,"11.91%, 4.2 months","2026-05-04 (Price: 144.54), 11.91% above",172.77 (Function Specific Target)/152.0396 (F-Stack 2),2028-07-23 (Max)/2026-07-24 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/102.19,"87.5%, Past 10 years, 32",128.25,No Information,No Information,No Information,No Information,No Information,14.9% above/12.12% above/11.91% above,12.32%/1.31%/6.69%,"9.57%, 31.6%",1.8 year/28 days/4.8 months,7.5%,5.67%,1.83%,0.29,0.31,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2026-04-29 (Price: 127.74)",Daily,No Exit Yet,No Price Target,2026-05-04 (Min),1.99%/2.79%,"2.16%, 5 days","2026-05-04 (Price: 130.5), 2.16% above",134.1398 (Historic Rise or Fall to Pivot)/133.0923 (Avg % Gain of Historic Winning trades)/189.1 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/372.3374 (F-Stack 2)/187.9 (EMA 200)/137.3716 (Backtested Max),2026-12-28 (Max)/2026-07-16 (Avg),121.48/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 23",123.06,No Information,No Information,No Information,No Information,No Information,6.06% above/2.16% above/2.16% above,7.54%/0.59%/4.19%,"-0.0%, 12.09%",5.6 months/4 days/1.8 month,12.51%,2.2%,10.31%,0.59,0.06,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2026-02-13 (Price: 118.45)",Daily,No Exit Yet,No Price Target,2026-05-06 (Avg),42.14%/84.59%,"10.17%, 2.7 months","2026-05-04 (Price: 130.5), 10.17% above",293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/185.49 (EMA 200),2026-05-23 (Max)/2026-05-06 (Avg),116.76/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"92.31%, Past 5 years, 13",116.96,"-8.01, 100.0%",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/9.61%,"5.24%, 12.83%",2.3 months/1.2 month/1.9 month,10.43%,4.4%,6.03%,0.4,0.21,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
FRACTAL TRACK,"SUNPHARMA.NS, Long, 2026-04-07 (Price: 1718.0)",Daily,No Exit Yet,1820.221 (Historic Rise or Fall to Pivot),No Date Target,2.75%/3.78%,"6.14%, 27 days","2026-05-04 (Price: 1823.5), 6.14% above",1892.377 (Avg % Gain of Historic Winning trades)/1873.58 (Function Specific Target)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/1942.199 (Backtested Max),2027-04-07 (Max)/2026-05-19 (Min)/2026-08-19 (Avg),1693.6/797.125/1465.6767/925.6338/No F-Track Level/No F-Track Level/1700.14,"90.48%, Past 5 years, 21",1689.8,No Information,No Information,No Information,"78.6% (Price: 1639.1902), 11.24% above, Upmove Bounce Back","2026-01-29 (Price: 1583.7), 2026-03-11 (Price: 1843.0)",No Information,13.05%/0.67%/10.15%,"3.36%, 13.95%",8.4 months/29 days/3.1 months,25.76%,14.71%,11.05%,0.94,0.99,93.11%/305/4.3 months (Across ALL Assets),51.02%/49/5.6 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2025-11-23 (Price: 1779.7)",Weekly,No Exit Yet,1826.862 (Historic Rise or Fall to Pivot),No Date Target,1.81%/3.54%,"2.46%, 5.4 months","2026-05-04 (Price: 1823.5), 2.46% above",1981.8739 (Avg % Gain of Historic Winning trades)/1888.09 (Function Specific Target)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2066.7656 (Backtested Max)/1856.583 (Backtested Min),2026-12-23 (Max)/2026-05-15 (Avg),1586.7/653.55/1465.6767/925.6338/No F-Track Level/No F-Track Level/1683.31,"95.65%, Past 10 years, 23",1765.8,No Information,No Information,No Information,No Information,No Information,3.78% above/2.21% above/2.46% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,9.71%,-7.46%,0.07,0.51,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-03-05 (Price: 5.67)",Daily,No Exit Yet,5.8135 (Historic Rise or Fall to Pivot),2026-05-04 (Avg),0.77%/1.72%,"2.29%, 2 months","2026-05-04 (Price: 5.8), 2.29% above",5.8446 (Avg % Gain of Historic Winning trades)/5.9 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.0108 (Backtested Max),2027-02-28 (Max),5.56/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"91.67%, Past 4 years, 36",5.6,No Information,No Information,No Information,No Information,No Information,2.29% above/2.29% above/2.29% above,6.01%/0.46%/3.08%,"6.51%, 16.22%",8.3 months/20 days/1.4 month,14.93%,2.66%,12.27%,0.4,0.14,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-18 (Price: 5.64)",Daily,No Exit Yet,5.8137 (Avg % Gain of Historic Winning trades),No Date Target,1.55%/3.09%,"2.84%, 2.5 months","2026-05-04 (Price: 5.8), 2.84% above",5.89 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.979 (Backtested Max),2027-02-13 (Max),5.58/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"91.67%, Past 4 years, 36",5.6,No Information,No Information,No Information,No Information,No Information,3.57% above/2.84% above/2.84% above,6.01%/0.46%/3.08%,"6.51%, 16.22%",8.3 months/20 days/1.4 month,14.93%,2.66%,12.27%,0.4,0.14,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"MFT.NZ, Long, 2026-04-05 (Price: 58.99)",Weekly,2026-05-04 (Price: 61.5),No Price Target,2026-05-05 (Max),2.29%/2.83%,"4.25%, 29 days","2026-05-04 (Price: 61.5), 4.25% above",65.4258 (Historic Rise or Fall to Pivot)/64.2873 (Avg % Gain of Historic Winning trades)/64.86 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/63.24 (EMA 200)/66.8888 (Backtested Max)/62.9069 (Backtested Min),2026-05-05 (Max),58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 15 years, 9",58.89,No Information,No Information,No Information,No Information,No Information,No Information,13.39%/6.64%/8.98%,"14.48%, 14.87%",21 days/7 days/12 days,11.35%,9.03%,2.32%,0.47,0.51,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
PULSEGAUGE,"MFT.NZ, Long, 2026-04-28 (Price: 58.5)",Weekly,No Exit Yet,No Price Target,2026-05-03 (Min),2.83%/10.01%,"5.13%, 6 days","2026-05-04 (Price: 61.5), 5.13% above",68.5211 (Avg % Gain of Historic Winning trades)/105.252 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/63.24 (EMA 200)/70.6212 (Backtested Max)/67.6553 (Backtested Min),2028-06-18 (Max)/2026-12-09 (Avg),57.2/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"77.78%, Past 25 years, 18",60.37,No Information,No Information,No Information,No Information,No Information,No Information,20.72%/15.65%/17.13%,"25.75%, 28.38%",1.5 year/4 days/5.2 months,6.03%,11.45%,-5.42%,-0.01,-0.05,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
FRACTAL TRACK,"MX.TO, Long, 2026-04-21 (Price: 79.79)",Daily,2026-04-30 (Price: 88.88),88.8861 (Avg % Gain of Historic Winning trades),No Date Target,2.65%/18.67%,"10.75%, 13 days","2026-05-04 (Price: 88.37), 10.75% above",113.91 (Function Specific Target)/104.8718 (F-Stack 1)/111.623 (F-Stack 2)/90.7133 (Backtested Max),2028-11-14 (Max)/2026-05-27 (Min)/2027-02-10 (Avg),74.24/38.425/69.4599/50.8405/No F-Track Level/No F-Track Level/60.06,"100.0%, Past 5 years, 14",75.82,No Information,No Information,No Information,"38.2% (Price: 71.2457), 24.04% above, Upmove Bounce Back","2025-04-09 (Price: 36.1), 2026-03-30 (Price: 92.97)",No Information,13.69%/5.07%/11.4%,"0%, 52.03%",1.8 year/25 days/6.8 months,26.45%,9.59%,16.86%,0.49,0.48,93.11%/305/4.3 months (Across ALL Assets),51.02%/49/5.6 months (Across ALL Assets)
