Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Today price,Realised/Unrealised Profit,Holding Period,Status,Backtested Win Rate [%]
TRENDPULSE,NOVA.F,Long,Daily,2026-06-17,38.52,,,38.52,0.0000%,,Open,92.31
DELTADRIFT,USCI,Long,Daily,2026-06-17,93.5401,,,93.5401,0.0000%,,Open,90.0
DELTADRIFT,ADBE,Long,Daily,2026-06-16,207.32,,,196.28,-5.3251%,,Open,78.57
TRENDPULSE,HDB,Long,Daily,2026-06-16,25.27,,,24.76,-2.0182%,,Open,78.57
TRENDPULSE,ABNB,Long,Daily,2026-06-16,141.2,,,140.54,-0.4674%,,Open,90.91
TRENDPULSE,AAPL,Long,Daily,2026-06-16,299.24,,,295.95,-1.0995%,,Open,88.46
OSCILLATOR DELTA,NFLX,Long,Daily,2026-06-15,81.67,,,76.96,-5.7671%,,Open,80.95
TRENDPULSE,SFTBY,Long,Daily,2026-06-15,23.07,,,22.1,-4.2046%,,Open,89.47
DELTADRIFT,BYDDY,Long,Daily,2026-06-15,10.94,,,10.4,-4.9360%,,Open,75.0
TRENDPULSE,MA,Long,Daily,2026-06-15,490.64,,,492.99,0.4790%,,Open,89.29
OSCILLATOR DELTA,RELIANCE.NS,Long,Daily,2026-06-15,1307.0,,,1332.7,1.9663%,,Open,95.0
OSCILLATOR DELTA,UBER,Long,Daily,2026-06-15,72.85,,,70.91,-2.6630%,,Open,90.0
TRENDPULSE,BRK-B,Long,Daily,2026-06-15,495.52,,,491.28,-0.8557%,,Open,100.0
TRENDPULSE,ATZ.TO,Long,Daily,2026-06-15,173.2,,,163.13,-5.8141%,,Open,93.1
DELTADRIFT,BABA,Long,Daily,2026-06-15,112.55,,,107.44,-4.5402%,,Open,85.71
TRENDPULSE,EIF.TO,Long,Weekly,2026-06-14,128.97,,,128.65,-0.2481%,,Open,100.0
DELTADRIFT,HDFCBANK.NS,Long,Weekly,2026-06-14,772.45,,,787.1,1.8966%,,Open,83.33
TRENDPULSE,TFII.TO,Long,Weekly,2026-06-14,224.37,,,204.34,-8.9272%,,Open,95.83
TRENDPULSE,XLF,Long,Weekly,2026-06-14,53.34,,,54.05,1.3311%,,Open,93.75
DELTADRIFT,HDB,Long,Weekly,2026-06-14,24.17,,,24.76,2.4410%,,Open,100.0
DELTADRIFT,IEI,Long,Weekly,2026-06-14,117.21,,,116.9,-0.2645%,,Open,75.0
TRENDPULSE,PG,Long,Weekly,2026-06-14,149.61,,,150.56,0.6350%,,Open,95.0
TRENDPULSE,IBKR,Long,Daily,2026-06-12,90.81,,,95.09,4.7131%,,Open,92.86
TRENDPULSE,EIF.TO,Long,Weekly,2026-06-12,128.97,,,128.65,-0.2481%,,Open,100.0
TRENDPULSE,JETS,Long,Daily,2026-06-12,29.53,,,30.25,2.4382%,,Open,81.82
TRENDPULSE,PG,Long,Weekly,2026-06-12,149.61,,,150.56,0.6350%,,Open,95.0
DELTADRIFT,IEI,Long,Weekly,2026-06-12,117.21,,,116.9,-0.2645%,,Open,75.0
OSCILLATOR DELTA,XLY,Long,Daily,2026-06-12,116.6,,,115.49,-0.9520%,,Open,86.36
TRENDPULSE,TFII.TO,Long,Weekly,2026-06-12,224.37,,,204.34,-8.9272%,,Open,95.83
DELTADRIFT,HDB,Long,Weekly,2026-06-12,24.17,,,24.76,2.4410%,,Open,100.0
TRENDPULSE,INDY,Long,Daily,2026-06-12,42.7,,,43.15,1.0539%,,Open,90.91
TRENDPULSE,XLF,Long,Daily,2026-06-12,53.34,,,54.05,1.3311%,,Open,100.0
TRENDPULSE,BAC,Long,Daily,2026-06-12,56.02,,,56.53,0.9104%,,Open,82.14
TRENDPULSE,^DJI,Long,Daily,2026-06-12,51202.2617,,,51492.5508,0.5669%,,Open,92.0
TRENDPULSE,IWM,Long,Daily,2026-06-12,292.95,,,289.88,-1.0480%,,Open,100.0
DELTADRIFT,META,Long,Daily,2026-06-12,566.98,2026-06-15,593.48,593.48,4.6739%,3.0,Closed,72.73
DELTADRIFT,HDFCBANK.NS,Long,Weekly,2026-06-12,772.45,,,787.1,1.8966%,,Open,83.33
DELTADRIFT,MSFT,Long,Daily,2026-06-12,390.74,,,378.91,-3.0276%,,Open,71.43
TRENDPULSE,XLF,Long,Weekly,2026-06-12,53.34,,,54.05,1.3311%,,Open,93.75
DELTADRIFT,SLV,Long,Daily,2026-06-11,60.82,,,60.61,-0.3453%,,Open,85.71
DELTADRIFT,GLD,Long,Daily,2026-06-11,386.32,2026-06-16,397.63,397.63,2.9276%,5.0,Closed,88.89
SIGMASHELL,EFN.TO,Long,Daily,2026-06-11,26.02,,,27.99,7.5711%,,Open,100.0
TRENDPULSE,MTY.TO,Long,Daily,2026-06-11,40.97,,,39.75,-2.9778%,,Open,95.83
DELTADRIFT,AEM.TO,Long,Daily,2026-06-11,219.94,2026-06-15,240.24,240.24,9.2298%,4.0,Closed,100.0
DELTADRIFT,WPM.TO,Long,Daily,2026-06-11,157.14,2026-06-15,173.4,173.4,10.3475%,4.0,Closed,76.92
TRENDPULSE,HDFCBANK.NS,Long,Daily,2026-06-11,744.6,2026-06-17,787.1,787.1,5.7078%,6.0,Closed,100.0
DELTADRIFT,GILD,Long,Daily,2026-06-11,125.87,,,125.45,-0.3337%,,Open,83.33
TRENDPULSE,MEL.NZ,Long,Daily,2026-06-11,5.9,,,5.82,-1.3559%,,Open,94.59
TRENDPULSE,^NZ50,Long,Daily,2026-06-10,13253.6504,,,13392.9805,1.0513%,,Open,81.82
TRENDPULSE,FRW.NZ,Long,Daily,2026-06-10,13.7,,,13.15,-4.0146%,,Open,76.0
OSCILLATOR DELTA,NVO,Long,Daily,2026-06-10,42.81,,,43.52,1.6585%,,Open,80.0
TRENDPULSE,SPOT,Long,Daily,2026-06-10,503.1,,,455.6,-9.4415%,,Open,100.0
TRENDPULSE,SPOT,Long,Daily,2026-06-09,496.22,,,455.6,-8.1859%,,Open,100.0
DELTADRIFT,AMZN,Long,Daily,2026-06-09,244.19,,,237.5,-2.7397%,,Open,80.0
DELTADRIFT,ETH-USD,Long,Daily,2026-06-09,1702.02,,,1737.2,2.0670%,,Open,85.71
TRENDPULSE,ASML,Long,Daily,2026-06-09,1777.77,2026-06-17,1867.83,1867.83,5.0659%,8.0,Closed,82.35
DELTADRIFT,^BVSP,Long,Daily,2026-06-09,169813.1562,,,168453.9375,-0.8004%,,Open,76.92
TRENDPULSE,TFII.TO,Long,Daily,2026-06-08,227.87,,,204.34,-10.3261%,,Open,84.21
DELTADRIFT,IBIT,Long,Daily,2026-06-08,35.89,2026-06-15,37.74,37.74,5.1546%,7.0,Closed,100.0
DELTADRIFT,EFN.TO,Long,Weekly,2026-06-07,26.79,,,27.99,4.4793%,,Open,80.0
TRENDPULSE,GS,Long,Weekly,2026-06-07,1038.6801,,,1099.14,5.8208%,,Open,100.0
BASELINEDIVERGENCE,MAZDOCK.NS,Long,Weekly,2026-06-07,2423.1001,,,2552.3999,5.3361%,,Open,85.0
DELTADRIFT,BTC-USD,Long,Daily,2026-06-07,61579.0508,2026-06-13,64421.3242,64421.3242,4.6156%,6.0,Closed,75.0
DELTADRIFT,EBO.NZ,Long,Weekly,2026-06-07,20.11,2026-06-12,21.41,21.41,6.4644%,5.0,Closed,75.0
BASELINEDIVERGENCE,TRI.TO,Long,Weekly,2026-06-07,120.12,,,112.06,-6.7100%,,Open,82.14
DELTADRIFT,EBO.NZ,Long,Weekly,2026-06-05,20.11,,,19.98,-0.6464%,,Open,75.0
DELTADRIFT,EFN.TO,Long,Weekly,2026-06-05,26.79,,,27.99,4.4793%,,Open,80.0
BASELINEDIVERGENCE,TRI.TO,Long,Weekly,2026-06-05,120.12,,,112.06,-6.7100%,,Open,82.14
BASELINEDIVERGENCE,MAZDOCK.NS,Long,Weekly,2026-06-05,2423.1001,,,2552.3999,5.3361%,,Open,85.0
TRENDPULSE,GS,Long,Weekly,2026-06-05,1038.6801,,,1099.14,5.8208%,,Open,100.0
TRENDPULSE,BAC,Long,Daily,2026-06-04,54.17,2026-06-17,56.53,56.53,4.3567%,13.0,Closed,82.14
DELTADRIFT,CNU.NZ,Long,Daily,2026-06-04,9.54,2026-06-10,9.78,9.78,2.5157%,6.0,Closed,85.71
TRENDPULSE,TFII.TO,Long,Daily,2026-06-04,223.0,,,204.34,-8.3677%,,Open,84.21
TRENDPULSE,ATD.TO,Long,Daily,2026-06-03,80.03,2026-06-09,82.33,82.33,2.8739%,6.0,Closed,100.0
DELTADRIFT,SBUX,Long,Daily,2026-06-03,95.89,2026-06-10,98.76,98.76,2.9930%,7.0,Closed,78.57
TRENDPULSE,ASML,Long,Daily,2026-06-03,1726.36,2026-06-16,1803.89,1803.89,4.4910%,13.0,Closed,82.35
SIGMASHELL,WMT,Long,Daily,2026-06-03,116.89,,,118.13,1.0608%,,Open,100.0
TRENDPULSE,KXS.TO,Long,Daily,2026-06-02,170.13,,,152.42,-10.4097%,,Open,77.78
TRENDPULSE,005930.KS,Long,Daily,2026-06-02,360500.0,,,346500.0,-3.8835%,,Open,76.19
TRENDPULSE,ZM,Long,Daily,2026-06-02,111.88,,,87.39,-21.8895%,,Open,100.0
SIGMASHELL,SLV,Long,Daily,2026-06-01,67.67,,,60.61,-10.4330%,,Open,75.0
OSCILLATOR DELTA,MX.TO,Long,Daily,2026-06-01,84.71,,,77.86,-8.0864%,,Open,86.96
TRENDPULSE,ORCL,Long,Daily,2026-06-01,248.15,,,183.53,-26.0407%,,Open,90.0
SIGMASHELL,PG,Long,Daily,2026-06-01,140.28,,,150.56,7.3282%,,Open,92.31
TRENDPULSE,DIA,Long,Daily,2026-06-01,511.44,,,516.3,0.9503%,,Open,90.48
OSCILLATOR DELTA,KWEB,Long,Daily,2026-06-01,27.36,,,25.38,-7.2368%,,Open,85.71
SIGMASHELL,MA,Long,Daily,2026-06-01,495.25,,,492.99,-0.4563%,,Open,72.73
SIGMASHELL,TCEHY,Long,Daily,2026-06-01,55.32,,,55.73,0.7411%,,Open,73.08
TRENDPULSE,CRM,Long,Daily,2026-06-01,209.6,,,155.02,-26.0401%,,Open,100.0
SIGMASHELL,^NSEI,Long,Daily,2026-06-01,23382.5996,,,24085.6992,3.0069%,,Open,85.71
SIGMASHELL,WCN.TO,Long,Daily,2026-06-01,207.05,,,218.92,5.7329%,,Open,75.0
SIGMASHELL,MCD,Long,Daily,2026-06-01,276.11,,,283.82,2.7924%,,Open,75.0
SIGMASHELL,BDL.NS,Long,Daily,2026-06-01,1204.0,,,1309.8,8.7874%,,Open,71.43
SIGMASHELL,BABA,Long,Daily,2026-06-01,125.4,,,107.44,-14.3222%,,Open,75.0
SIGMASHELL,HDFCBANK.NS,Long,Daily,2026-06-01,742.7,,,787.1,5.9782%,,Open,100.0
SIGMASHELL,XLU,Long,Daily,2026-06-01,43.1,,,44.46,3.1555%,,Open,72.73
TRENDPULSE,HOOD,Long,Daily,2026-06-01,90.73,,,105.2,15.9484%,,Open,100.0
DELTADRIFT,IMO.TO,Long,Daily,2026-06-01,167.16,2026-06-03,175.68,175.68,5.0969%,2.0,Closed,78.57
SIGMASHELL,NFLX,Long,Daily,2026-06-01,85.85,,,76.96,-10.3553%,,Open,87.5
SIGMASHELL,HDB,Long,Daily,2026-06-01,23.6,,,24.76,4.9153%,,Open,90.91
SIGMASHELL,IHI,Long,Daily,2026-06-01,48.84,,,48.4,-0.9009%,,Open,75.0
SIGMASHELL,META,Long,Daily,2026-06-01,600.47,,,567.58,-5.4774%,,Open,72.73
SIGMASHELL,FXI,Long,Daily,2026-06-01,35.34,,,33.65,-4.7821%,,Open,71.43
DELTADRIFT,ZTS,Long,Weekly,2026-05-31,77.69,,,77.26,-0.5535%,,Open,83.33
TRENDPULSE,WFG.TO,Long,Weekly,2026-05-31,95.29,,,99.42,4.3341%,,Open,95.65
TRENDPULSE,ATZ.TO,Long,Monthly,2026-05-31,154.8,,,163.13,5.3811%,,Open,100.0
TRENDPULSE,AMD,Long,Monthly,2026-05-31,516.1,,,512.48,-0.7014%,,Open,87.5
TRENDPULSE,BNS.TO,Long,Weekly,2026-05-31,110.62,,,121.84,10.1428%,,Open,100.0
FRACTAL TRACK,NFLX,Long,Weekly,2026-05-31,86.02,,,76.96,-10.5324%,,Open,100.0
FRACTAL TRACK,INFY,Long,Weekly,2026-05-31,12.65,,,11.7,-7.5099%,,Open,76.92
DELTADRIFT,NAUKRI.NS,Long,Weekly,2026-05-31,995.0,,,1017.05,2.2161%,,Open,75.0
FRACTAL TRACK,SJ.TO,Long,Weekly,2026-05-31,77.35,,,82.15,6.2056%,,Open,100.0
TRENDPULSE,ENZL,Long,Monthly,2026-05-31,46.7303,,,44.8724,-3.9758%,,Open,100.0
TRENDPULSE,TFII.TO,Long,Weekly,2026-05-31,212.68,,,204.34,-3.9214%,,Open,95.83
TRENDPULSE,SFTBY,Long,Monthly,2026-05-31,23.7,,,22.1,-6.7511%,,Open,100.0
TRENDPULSE,MEL.NZ,Long,Monthly,2026-05-31,5.87,,,5.82,-0.8518%,,Open,88.89
FRACTAL TRACK,SJ.TO,Long,Weekly,2026-05-29,77.35,,,82.15,6.2056%,,Open,100.0
TRENDPULSE,TFII.TO,Long,Weekly,2026-05-29,212.68,,,204.34,-3.9214%,,Open,95.83
TRENDPULSE,BNS.TO,Long,Weekly,2026-05-29,110.62,,,121.84,10.1428%,,Open,100.0
FRACTAL TRACK,INFY,Long,Weekly,2026-05-29,12.65,,,11.7,-7.5099%,,Open,76.92
TRENDPULSE,HOOD,Long,Daily,2026-05-29,94.3,,,105.2,11.5589%,,Open,100.0
DELTADRIFT,NAUKRI.NS,Long,Weekly,2026-05-29,995.0,,,1017.05,2.2161%,,Open,75.0
TRENDPULSE,GDX,Long,Daily,2026-05-29,89.49,,,84.36,-5.7325%,,Open,100.0
TRENDPULSE,PLTR,Long,Daily,2026-05-29,156.54,,,130.63,-16.5517%,,Open,100.0
TRENDPULSE,WFG.TO,Long,Weekly,2026-05-29,95.29,,,99.42,4.3341%,,Open,95.65
FRACTAL TRACK,NFLX,Long,Weekly,2026-05-29,86.02,,,76.96,-10.5324%,,Open,100.0
TRENDPULSE,INFY,Long,Daily,2026-05-28,12.7,,,11.7,-7.8740%,,Open,100.0
TRENDPULSE,XLY,Long,Daily,2026-05-28,122.06,,,115.49,-5.3826%,,Open,89.47
DELTADRIFT,WMT,Long,Daily,2026-05-28,118.9,,,118.13,-0.6476%,,Open,87.5
DELTADRIFT,TWR.NZ,Long,Daily,2026-05-26,1.905,,,1.88,-1.3123%,,Open,70.0
TRENDPULSE,3033.HK,Long,Daily,2026-05-26,4.84,,,4.566,-5.6612%,,Open,81.82
OSCILLATOR DELTA,BEL.NS,Long,Daily,2026-05-26,420.1,,,419.85,-0.0595%,,Open,100.0
TRENDPULSE,BBTC.NS,Long,Daily,2026-05-25,1546.6,,,1524.6,-1.4225%,,Open,100.0
OSCILLATOR DELTA,HDFCBANK.NS,Long,Daily,2026-05-25,786.85,,,787.1,0.0318%,,Open,80.0
TRENDPULSE,TD.TO,Long,Daily,2026-05-25,156.56,2026-06-10,159.65,159.65,1.9737%,16.0,Closed,95.45
TRENDPULSE,MEL.NZ,Long,Weekly,2026-05-24,5.9,,,5.82,-1.3559%,,Open,100.0
BASELINEDIVERGENCE,NVDA,Long,Weekly,2026-05-24,215.33,,,204.65,-4.9598%,,Open,87.5
DELTADRIFT,SJ.TO,Long,Weekly,2026-05-24,73.96,2026-06-04,81.3,81.3,9.9243%,11.0,Closed,71.43
BASELINEDIVERGENCE,TRI.TO,Long,Weekly,2026-05-24,118.6,,,112.06,-5.5143%,,Open,82.14
BASELINEDIVERGENCE,^NDX,Long,Weekly,2026-05-24,29481.6426,,,29670.9473,0.6421%,,Open,85.71
TRENDPULSE,TSLA,Long,Weekly,2026-05-24,426.01,,,396.38,-6.9552%,,Open,100.0
DELTADRIFT,MCD,Long,Weekly,2026-05-24,282.27,,,283.82,0.5491%,,Open,100.0
TRENDPULSE,SPY,Long,Weekly,2026-05-24,745.64,,,740.96,-0.6276%,,Open,100.0
TRENDPULSE,ETH-USD,Long,Daily,2026-05-22,2133.1599,,,1737.2,-18.5621%,,Open,79.55
OSCILLATOR DELTA,PG,Long,Daily,2026-05-22,144.44,2026-06-16,152.49,152.49,5.5732%,25.0,Closed,88.89
DELTADRIFT,BYDDY,Long,Daily,2026-05-22,11.61,2026-06-02,12.14,12.14,4.5650%,11.0,Closed,75.0
BASELINEDIVERGENCE,^NDX,Long,Weekly,2026-05-22,29481.6426,,,29670.9473,0.6421%,,Open,85.71
BASELINEDIVERGENCE,NVDA,Long,Weekly,2026-05-22,215.33,,,204.65,-4.9598%,,Open,87.5
TRENDPULSE,ARM,Long,Daily,2026-05-22,306.51,2026-06-02,402.71,402.71,31.3856%,11.0,Closed,85.71
OSCILLATOR DELTA,SJ.TO,Long,Daily,2026-05-22,73.96,2026-06-01,78.72,78.72,6.4359%,10.0,Closed,81.82
DELTADRIFT,MCD,Long,Weekly,2026-05-22,282.27,,,283.82,0.5491%,,Open,100.0
TRENDPULSE,SPY,Long,Weekly,2026-05-22,745.64,,,740.96,-0.6276%,,Open,100.0
DELTADRIFT,SJ.TO,Long,Weekly,2026-05-22,73.96,,,82.15,11.0736%,,Open,71.43
OSCILLATOR DELTA,SUM.NZ,Long,Daily,2026-05-22,7.7,2026-06-04,8.1,8.1,5.1948%,13.0,Closed,84.21
BASELINEDIVERGENCE,TRI.TO,Long,Weekly,2026-05-22,118.6,,,112.06,-5.5143%,,Open,82.14
TRENDPULSE,MEL.NZ,Long,Weekly,2026-05-22,5.9,,,5.82,-1.3559%,,Open,100.0
TRENDPULSE,TSLA,Long,Weekly,2026-05-22,426.01,,,396.38,-6.9552%,,Open,100.0
OSCILLATOR DELTA,INDA,Long,Daily,2026-05-21,48.03,,,49.06,2.1445%,,Open,93.75
TRENDPULSE,IBIT,Long,Daily,2026-05-21,44.0,,,36.36,-17.3636%,,Open,100.0
TRENDPULSE,PG,Long,Daily,2026-05-21,143.4,2026-06-11,148.34,148.34,3.4449%,21.0,Closed,75.0
TRENDPULSE,HDB,Long,Daily,2026-05-21,24.62,,,24.76,0.5686%,,Open,78.57
TRENDPULSE,TD.TO,Long,Daily,2026-05-21,153.15,2026-05-27,155.13,155.13,1.2929%,6.0,Closed,95.45
TRENDPULSE,TD,Long,Daily,2026-05-21,111.11,2026-05-28,113.34,113.34,2.0070%,7.0,Closed,92.86
OSCILLATOR DELTA,GDX,Long,Daily,2026-05-21,85.99,2026-06-10,73.81,73.81,-14.1644%,20.0,Closed,95.0
OSCILLATOR DELTA,INDY,Long,Daily,2026-05-21,42.34,2026-05-28,42.73,42.73,0.9211%,7.0,Closed,89.47
TRENDPULSE,INFY,Long,Daily,2026-05-20,12.77,,,11.7,-8.3790%,,Open,100.0
TRENDPULSE,NIFTY_MIDCAP_100.NS,Long,Daily,2026-05-20,61323.3008,2026-05-29,61723.8008,61723.8008,0.6531%,9.0,Closed,86.84
TRENDPULSE,NVDA,Long,Daily,2026-05-20,223.47,,,204.65,-8.4217%,,Open,91.67
TRENDPULSE,CSU.TO,Long,Daily,2026-05-19,2729.71,2026-06-04,2901.5601,2901.5601,6.2955%,16.0,Closed,86.67
DELTADRIFT,XLU,Long,Daily,2026-05-19,44.34,2026-05-22,45.35,45.35,2.2779%,3.0,Closed,92.86
TRENDPULSE,INFY,Long,Daily,2026-05-19,12.72,,,11.7,-8.0189%,,Open,100.0
TRENDPULSE,PPH,Long,Daily,2026-05-19,102.46,2026-05-28,105.71,105.71,3.1720%,9.0,Closed,100.0
TRENDPULSE,MCY.NZ,Long,Daily,2026-05-18,7.04,,,6.86,-2.5568%,,Open,92.68
DELTADRIFT,NU,Long,Daily,2026-05-18,12.29,2026-05-20,12.79,12.79,4.0683%,2.0,Closed,91.67
TRENDPULSE,XLE,Long,Daily,2026-05-18,60.58,,,54.67,-9.7557%,,Open,100.0
TRENDPULSE,SUNPHARMA.NS,Long,Daily,2026-05-18,1905.8,,,1820.4,-4.4811%,,Open,92.0
SIGMASHELL,VGT,Long,Daily,2026-05-18,112.13,,,116.93,4.2807%,,Open,92.31
OSCILLATOR DELTA,HDB,Long,Daily,2026-05-18,24.63,,,24.76,0.5278%,,Open,88.0
FRACTAL TRACK,PPH,Long,Weekly,2026-05-17,100.84,,,104.24,3.3717%,,Open,93.75
TRENDPULSE,SPY,Long,Weekly,2026-05-17,739.17,,,740.96,0.2422%,,Open,100.0
DELTADRIFT,VGT,Long,Weekly,2026-05-17,113.31,,,116.93,3.1948%,,Open,100.0
TRENDPULSE,CSCO,Long,Weekly,2026-05-17,118.21,,,117.33,-0.7444%,,Open,94.74
TRENDPULSE,^GSPC,Long,Weekly,2026-05-17,7408.5,,,7420.1001,0.1566%,,Open,100.0
FRACTAL TRACK,ATD.TO,Long,Weekly,2026-05-17,78.46,,,83.62,6.5766%,,Open,92.31
TRENDPULSE,TD,Long,Daily,2026-05-15,107.64,2026-05-26,112.56,112.56,4.5708%,11.0,Closed,92.86
FRACTAL TRACK,PPH,Long,Weekly,2026-05-15,100.84,,,104.24,3.3717%,,Open,93.75
DELTADRIFT,VGT,Long,Weekly,2026-05-15,113.31,,,116.93,3.1948%,,Open,100.0
TRENDPULSE,BNS.TO,Long,Daily,2026-05-15,106.16,2026-05-25,110.98,110.98,4.5403%,10.0,Closed,96.43
TRENDPULSE,SPY,Long,Weekly,2026-05-15,739.17,,,740.96,0.2422%,,Open,100.0
TRENDPULSE,IMO.TO,Long,Daily,2026-05-15,185.26,,,161.14,-13.0195%,,Open,95.24
TRENDPULSE,CSCO,Long,Weekly,2026-05-15,118.21,,,117.33,-0.7444%,,Open,94.74
FRACTAL TRACK,ATD.TO,Long,Weekly,2026-05-15,78.46,,,83.62,6.5766%,,Open,92.31
TRENDPULSE,CNQ.TO,Long,Daily,2026-05-15,66.08,2026-05-22,67.24,67.24,1.7554%,7.0,Closed,82.61
TRENDPULSE,SUNPHARMA.NS,Long,Daily,2026-05-15,1878.2,,,1820.4,-3.0774%,,Open,92.0
TRENDPULSE,^GSPC,Long,Weekly,2026-05-15,7408.5,,,7420.1001,0.1566%,,Open,100.0
TRENDPULSE,CEN.NZ,Long,Daily,2026-05-14,9.9,,,9.66,-2.4242%,,Open,73.33
TRENDPULSE,PPL.TO,Long,Daily,2026-05-14,66.72,2026-05-22,68.45,68.45,2.5929%,8.0,Closed,83.33
TRENDPULSE,CSU.TO,Long,Daily,2026-05-14,2533.1499,2026-05-22,2721.48,2721.48,7.4346%,8.0,Closed,86.67
DELTADRIFT,BAC,Long,Daily,2026-05-14,49.85,,,56.53,13.4002%,,Open,88.24
TRENDPULSE,GOOG,Long,Daily,2026-05-14,397.17,,,362.1,-8.8300%,,Open,100.0
TRENDPULSE,BABA,Long,Daily,2026-05-14,141.12,,,107.44,-23.8662%,,Open,75.0
TRENDPULSE,NVDA,Long,Daily,2026-05-14,235.74,,,204.65,-13.1883%,,Open,91.67
TRENDPULSE,BBTC.NS,Long,Daily,2026-05-14,1537.9,,,1524.6,-0.8648%,,Open,100.0
DELTADRIFT,^BVSP,Long,Daily,2026-05-14,178365.8594,2026-06-05,169019.0,169019.0,-5.2403%,22.0,Closed,76.92
OSCILLATOR DELTA,CSU.TO,Long,Daily,2026-05-14,2533.1499,2026-05-19,2729.71,2729.71,7.7595%,5.0,Closed,80.0
TRENDPULSE,MCY.NZ,Long,Daily,2026-05-13,7.1,,,6.86,-3.3803%,,Open,92.68
TRENDPULSE,XLV,Long,Daily,2026-05-13,146.71,2026-05-28,150.88,150.88,2.8423%,15.0,Closed,77.78
OSCILLATOR DELTA,XLV,Long,Daily,2026-05-13,146.71,2026-05-27,148.81,148.81,1.4314%,14.0,Closed,100.0
TRENDPULSE,CNQ.TO,Long,Daily,2026-05-13,64.69,2026-05-21,67.17,67.17,3.8337%,8.0,Closed,82.61
DELTADRIFT,ATM.NZ,Long,Daily,2026-05-13,7.77,,,7.32,-5.7915%,,Open,76.92
OSCILLATOR DELTA,IHI,Long,Daily,2026-05-13,48.51,2026-05-27,49.15,49.15,1.3193%,14.0,Closed,94.44
DELTADRIFT,SJ.TO,Long,Daily,2026-05-12,74.24,2026-05-29,77.35,77.35,4.1891%,17.0,Closed,75.0
TRENDPULSE,BIPC.TO,Long,Daily,2026-05-12,55.53,2026-05-25,58.85,58.85,5.9788%,13.0,Closed,84.62
TRENDPULSE,BTI,Long,Daily,2026-05-12,63.64,2026-05-18,66.35,66.35,4.2583%,6.0,Closed,100.0
DELTADRIFT,IHI,Long,Daily,2026-05-12,48.7,2026-05-19,50.28,50.28,3.2444%,7.0,Closed,78.95
TRENDPULSE,DBC,Long,Daily,2026-05-12,31.69,,,27.71,-12.5592%,,Open,80.0
DELTADRIFT,MCD,Long,Daily,2026-05-12,274.84,2026-05-18,282.47,282.47,2.7762%,6.0,Closed,70.59
TRENDPULSE,BRK-B,Long,Daily,2026-05-11,479.55,2026-05-18,488.38,488.38,1.8413%,7.0,Closed,100.0
DELTADRIFT,WCN.TO,Long,Daily,2026-05-11,206.55,2026-05-15,215.36,215.36,4.2653%,4.0,Closed,80.0
TRENDPULSE,CSCO,Long,Daily,2026-05-11,98.72,2026-05-18,118.88,118.88,20.4214%,7.0,Closed,100.0
TRENDPULSE,CNU.NZ,Long,Daily,2026-05-11,10.25,,,9.67,-5.6585%,,Open,75.0
TRENDPULSE,SUNPHARMA.NS,Long,Daily,2026-05-11,1872.7,,,1820.4,-2.7928%,,Open,92.0
TRENDPULSE,AAPL,Long,Weekly,2026-05-10,293.32,2026-06-08,301.54,301.54,2.8024%,29.0,Closed,100.0
TRENDPULSE,MEL.NZ,Long,Weekly,2026-05-10,5.76,,,5.82,1.0417%,,Open,100.0
FRACTAL TRACK,BTI,Long,Weekly,2026-05-10,58.28,,,59.49,2.0762%,,Open,92.31
TRENDPULSE,CVS,Long,Weekly,2026-05-10,90.55,,,99.16,9.5086%,,Open,70.0
TRENDPULSE,EEM,Long,Weekly,2026-05-10,67.94,,,68.56,0.9126%,,Open,92.0
TRENDPULSE,^GSPC,Long,Weekly,2026-05-10,7398.9302,,,7420.1001,0.2861%,,Open,100.0
TRENDPULSE,NOVA.F,Long,Weekly,2026-05-10,38.92,,,38.52,-1.0277%,,Open,100.0
TRENDPULSE,KXS.TO,Long,Weekly,2026-05-10,158.73,,,152.42,-3.9753%,,Open,91.67
TRENDPULSE,^NDX,Long,Weekly,2026-05-10,29234.9941,,,29670.9473,1.4912%,,Open,95.0
TRENDPULSE,QQQ,Long,Weekly,2026-05-10,711.23,,,722.51,1.5860%,,Open,88.89
TRENDPULSE,ASHR,Long,Weekly,2026-05-10,35.73,,,35.92,0.5318%,,Open,76.0
TRENDPULSE,AAPL,Long,Weekly,2026-05-08,293.32,,,295.95,0.8966%,,Open,100.0
TRENDPULSE,CVS,Long,Weekly,2026-05-08,90.55,,,99.16,9.5086%,,Open,70.0
TRENDPULSE,^NDX,Long,Weekly,2026-05-08,29234.9941,,,29670.9473,1.4912%,,Open,95.0
TRENDPULSE,MEL.NZ,Long,Weekly,2026-05-08,5.76,,,5.82,1.0417%,,Open,100.0
TRENDPULSE,TSLA,Long,Daily,2026-05-08,428.35,,,396.38,-7.4635%,,Open,80.95
FRACTAL TRACK,BTI,Long,Weekly,2026-05-08,58.28,,,59.49,2.0762%,,Open,92.31
TRENDPULSE,3033.HK,Long,Daily,2026-05-08,4.998,,,4.566,-8.6435%,,Open,81.82
TRENDPULSE,ASHR,Long,Weekly,2026-05-08,35.73,,,35.92,0.5318%,,Open,76.0
TRENDPULSE,NOVA.F,Long,Weekly,2026-05-08,38.92,,,38.52,-1.0277%,,Open,100.0
