Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-04-19 (Price: 5.54)",Weekly,No Exit Yet,5.7466 (Backtested Min),No Date Target,4.8%/6.02%,"3.97%, 19 days","2026-05-08 (Price: 5.76), 3.97% above",6.0364 (Historic Rise or Fall to Pivot)/6.1067 (Avg % Gain of Historic Winning trades)/6.35 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.8868 (Backtested Max),2026-09-09 (Max)/2026-06-18 (Min)/2026-07-06 (Avg),5.35/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 20",5.5,No Information,No Information,No Information,No Information,No Information,3.97% above/1.95% above/3.97% above,24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,11.03%,7.59%,3.44%,0.58,0.4,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-03-08 (Price: 5.63)",Weekly,No Exit Yet,No Price Target,2026-05-07 (Min),1.39%/6.5%,"2.31%, 2 months","2026-05-08 (Price: 5.76), 2.31% above",6.1344 (Historic Rise or Fall to Pivot)/6.2059 (Avg % Gain of Historic Winning trades)/6.39 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.9987 (Backtested Max)/5.84 (Backtested Min),2026-07-29 (Max)/2026-05-25 (Avg),5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 20",5.6,No Information,No Information,No Information,No Information,No Information,2.31% above/2.31% above/2.31% above,24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,11.03%,7.59%,3.44%,0.58,0.4,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
PULSEGAUGE,"MEL.NZ, Long, 2026-04-28 (Price: 5.53)",Weekly,No Exit Yet,5.7672 (Historic Rise or Fall to Pivot),No Date Target,12.49%/14.82%,"4.16%, 10 days","2026-05-08 (Price: 5.76), 4.16% above",6.6139 (Avg % Gain of Historic Winning trades)/7.4565 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.9484 (Backtested Max)/6.4795 (Backtested Min),2027-09-27 (Max)/2026-06-23 (Min)/2027-02-08 (Avg),5.35/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 12 years, 6",5.59,No Information,No Information,No Information,No Information,No Information,No Information,25.65%/17.17%/19.6%,"26.08%, 32.1%",11.9 months/1.3 month/6.6 months,8.63%,7.64%,0.99%,0.57,-0.12,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2026-03-06 (Price: 151.44)",Daily,No Exit Yet,No Price Target,2026-05-10 (Avg),20.4%/24.07%,"-16.18%, 2.1 months","2026-05-08 (Price: 126.94), 16.18% below",158.4668 (Historic Rise or Fall to Pivot)/157.4976 (Avg % Gain of Historic Winning trades)/240.12 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/368.7715 (F-Stack 2)/214.26 (EMA 200)/162.8586 (Backtested Max)/152.8332 (Backtested Min),2026-11-04 (Max)/2026-05-10 (Avg),110.84/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 25",147.39,No Information,No Information,No Information,No Information,No Information,11.18% below/16.18% below/16.18% below,7.54%/0.92%/4.0%,"-0.0%, 12.09%",5.6 months/4 days/1.5 month,14.26%,3.12%,11.14%,1.14,0.12,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-26 (Price: 188.16)",Daily,2026-05-08 (Price: 126.94),No Price Target,No Date Target,49.65%/58.01%,"-32.54%, 5.4 months","2026-05-08 (Price: 126.94), 32.54% below",200.5786 (Avg % Gain of Historic Winning trades)/293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/211.2472 (Backtested Max)/189.9663 (Backtested Min),No Next Date Target,185.77/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/182.39,"85.71%, Past 5 years, 14",188.7,"-3.35, 100.0%",No Information,No Information,No Information,No Information,No Information,12.27%/0.96%/6.6%,"10.99%, 12.83%",2.3 months/1.2 month/1.8 month,6.18%,4.49%,1.69%,0.16,0.21,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-04 (Price: 206.63)",Daily,2026-05-08 (Price: 126.94),No Price Target,No Date Target,64.34%/73.52%,"-38.57%, 6.2 months","2026-05-08 (Price: 126.94), 38.57% below",220.2676 (Avg % Gain of Historic Winning trades)/293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/231.9835 (Backtested Max)/208.6136 (Backtested Min),No Next Date Target,No Recent Minima/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/182.39,"85.71%, Past 5 years, 14",221.1,"-3.94, 62.5%",No Information,No Information,No Information,No Information,No Information,12.27%/0.96%/6.6%,"10.99%, 12.83%",2.3 months/1.2 month/1.8 month,6.18%,4.49%,1.69%,0.16,0.21,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-09-15 (Price: 235.79)",Daily,2026-05-08 (Price: 126.94),No Price Target,No Date Target,87.53%/89.77%,"-46.16%, 7.8 months","2026-05-08 (Price: 126.94), 46.16% below",251.3521 (Avg % Gain of Historic Winning trades)/293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/264.7214 (Backtested Max)/238.0536 (Backtested Min),No Next Date Target,231.86/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/182.39,"85.71%, Past 5 years, 14",239.1,"-3.98, 70.59%",No Information,No Information,No Information,No Information,No Information,12.27%/0.96%/6.6%,"10.99%, 12.83%",2.3 months/1.2 month/1.8 month,6.18%,4.49%,1.69%,0.16,0.21,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-08-11 (Price: 241.0)",Daily,2026-05-08 (Price: 126.94),No Price Target,No Date Target,102.38%/113.15%,"-47.33%, 9 months","2026-05-08 (Price: 126.94), 47.33% below",256.906 (Avg % Gain of Historic Winning trades)/293.2329 (Function Specific Target)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/270.5707 (Backtested Max),No Next Date Target,230.24/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/182.39,"85.71%, Past 5 years, 14",247.39,"-3.09, 100.0%",No Information,No Information,No Information,No Information,No Information,12.27%/0.96%/6.6%,"10.99%, 12.83%",2.3 months/1.2 month/1.8 month,6.18%,4.49%,1.69%,0.16,0.21,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2026-04-30 (Price: 667.74)",Daily,2026-05-06 (Price: 695.77),711.477 (Backtested Max),2026-05-08 (Min),7.74%/17.58%,"6.51%, 8 days","2026-05-08 (Price: 711.23), 6.51% above",766.27 (Function Specific Target)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2),2026-06-08 (Max)/2026-05-18 (Avg),558.28/256.995/610.7303/563.3658/No F-Track Level/No F-Track Level/603.5,"75.0%, Past 4 years, 20",665.31,No Information,No Information,No Information,No Information,No Information,8.16% above/6.51% above/6.51% above,6.55%/0.6%/3.34%,"2.59%, 22.88%",27 days/6 days/13 days,11.2%,13.97%,-2.77%,0.42,0.86,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2026-04-27 (Price: 664.23)",Daily,2026-05-06 (Price: 695.77),707.7371 (Backtested Max),No Date Target,6.95%/17.58%,"7.08%, 11 days","2026-05-08 (Price: 711.23), 7.08% above",760.66 (Function Specific Target)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2),2026-06-05 (Max)/2026-05-15 (Avg),558.28/256.995/610.7303/563.3658/No F-Track Level/No F-Track Level/601.9,"75.0%, Past 4 years, 20",663.385,No Information,No Information,No Information,No Information,No Information,9.18% above/7.08% above/7.08% above,6.55%/0.6%/3.34%,"2.59%, 22.88%",27 days/6 days/13 days,11.2%,13.97%,-2.77%,0.42,0.86,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-31 (Price: 629.07)",Monthly,No Exit Yet,705.1875 (Avg % Gain of Historic Winning trades),No Date Target,2.08%/3.36%,"13.06%, 6.3 months","2026-05-08 (Price: 711.23), 13.06% above",726.0097 (Historic Rise or Fall to Pivot)/989.24 (Function Specific Target)/836.2536 (F-Stack 2)/735.1312 (Backtested Max),2029-07-17 (Max)/2026-06-05 (Min)/2027-02-03 (Avg),468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/537.0,"100.0%, Past 20 years, 14",597.17,No Information,No Information,No Information,No Information,No Information,18.47% above/13.06% above/13.06% above,16.86%/5.89%/12.1%,"-0.0%, 33.07%",2.6 years/5 months/10.6 months,8.22%,7.93%,0.29%,2.16,0.46,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
BASELINEDIVERGENCE,"QQQ, Long, 2026-02-08 (Price: 609.65)",Weekly,No Exit Yet,No Price Target,2026-05-10 (Min),17.58%/17.58%,"16.66%, 3 months","2026-05-08 (Price: 711.23), 16.66% above",836.2536 (Function Specific Target)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2)/883.6877 (Backtested Max),2026-12-09 (Max)/2026-05-10 (Min)/2026-07-23 (Avg),422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/607.31,"86.49%, Past 10 years, 74",618.7,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.95%/0.81%/10.22%,"13.49%, 27.25%",7 months/2.1 months/3.8 months,23.84%,13.95%,9.89%,0.8,0.91,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2026-04-19 (Price: 250.56)",Weekly,No Exit Yet,270.9055 (Historic Rise or Fall to Pivot),No Date Target,1.17%/13.0%,"8.83%, 19 days","2026-05-08 (Price: 272.68), 8.83% above",275.8666 (Avg % Gain of Historic Winning trades)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/308.1387 (Backtested Max),2027-11-13 (Max)/2026-05-29 (Min)/2026-11-17 (Avg),198.79/86.995/231.81/213.1321/No F-Track Level/No F-Track Level/225.58,"88.0%, Past 10 years, 25",237.45,No Information,No Information,No Information,No Information,No Information,8.83% above/8.83% above/8.83% above,22.98%/2.35%/10.1%,"25.73%, 54.83%",1.1 year/28 days/4.9 months,8.88%,16.61%,-7.73%,0.22,0.84,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2025-08-31 (Price: 229.0)",Monthly,No Exit Yet,273.0367 (Backtested Min),No Date Target,7.59%/9.57%,"19.07%, 8.3 months","2026-05-08 (Price: 272.68), 19.07% above",293.3719 (Historic Rise or Fall to Pivot)/298.7763 (Avg % Gain of Historic Winning trades)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/346.9808 (Backtested Max),2028-03-26 (Max)/2026-05-23 (Min)/2027-01-30 (Avg),184.42/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level/212.82,"86.67%, Past 20 years, 15",217.21,No Information,No Information,No Information,No Information,No Information,24.29% above/19.07% above/19.07% above,51.52%/19.23%/30.47%,"5.07%, 23.74%",1.8 year/6.1 months/11.9 months,15.09%,17.61%,-2.52%,1.28,0.79,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
PULSEGAUGE,"AMZN, Long, 2025-10-10 (Price: 216.37)",Weekly,2026-04-24 (Price: 263.99),275.3308 (Backtested Min),No Date Target,3.45%/16.48%,"26.02%, 7 months","2026-05-08 (Price: 272.68), 26.02% above",282.0816 (Avg % Gain of Historic Winning trades)/317.6152 (Function Specific Target)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/332.128 (Backtested Max),2027-03-11 (Max)/2026-05-23 (Avg),171.0/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"84.21%, Past 25 years, 19",221.0,No Information,No Information,No Information,No Information,No Information,No Information,53.5%/27.25%/30.37%,"42.86%, 50.62%",11.9 months/25 days/5.2 months,13.46%,18.32%,-4.86%,0.6,0.13,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",Monthly,No Exit Yet,741.1252 (Avg % Gain of Historic Winning trades),No Date Target,2.42%/3.83%,"10.72%, 7.3 months","2026-05-08 (Price: 737.62), 10.72% above",765.9071 (Historic Rise or Fall to Pivot)/1004.58 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/755.4481 (Backtested Max),2027-04-26 (Max)/2026-10-17 (Avg),554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/600.46,"80.0%, Past 20 years, 10",637.5,No Information,No Information,No Information,No Information,No Information,10.72% above/10.72% above/10.72% above,13.4%/8.58%/11.25%,"5.51%, 13.47%",1.1 year/4 months/8.8 months,5.38%,5.02%,0.36%,0.53,0.26,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
SIGMASHELL,"SPY, Long, 2026-04-01 (Price: 655.24)",Daily,No Exit Yet,733.4757 (Backtested Max),No Date Target,31.38%/31.38%,"12.57%, 1.2 month","2026-05-08 (Price: 737.62), 12.57% above",969.1148 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2),2026-09-30 (Max)/2026-06-18 (Min)/2026-07-27 (Avg),631.97/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.0%, Past 5 years, 10",653.9,"-4.8, 90.62%",No Information,No Information,No Information,No Information,No Information,11.94%/1.85%/7.44%,"0.65%, 17.02%",4.2 months/1.8 month/2.7 months,15.1%,6.06%,9.04%,1.25,0.33,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2026-02-08 (Price: 690.62)",Weekly,No Exit Yet,739.8612 (Backtested Max),2026-05-10 (Min),0.87%/31.38%,"6.81%, 3 months","2026-05-08 (Price: 737.62), 6.81% above",744.0049 (Historic Rise or Fall to Pivot)/969.1148 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2),2026-09-08 (Max)/2026-05-10 (Min)/2026-07-10 (Avg),505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/673.43,"84.21%, Past 10 years, 19",689.58,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,7.13%/0.46%/4.0%,"5.53%, 12.25%",4.9 months/2.1 months/3.5 months,6.25%,9.24%,-2.99%,0.53,0.62,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
