Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"SPOT, Long, 2026-05-01 (Price: 441.51)",Daily,No Exit Yet,No Price Target,2026-05-06 (Avg),9.55%/9.55%,"-5.36%, 7 days","2026-05-08 (Price: 417.83), 5.36% below",457.7134 (Historic Rise or Fall to Pivot)/484.0716 (Avg % Gain of Historic Winning trades)/470.89 (Function Specific Target)/854.3544 (F-Stack 1)/922.2645 (F-Stack 2)/585.02 (EMA 200)/506.6327 (Backtested Max)/457.7134 (Backtested Min),2026-05-22 (Max),434.2/118.6/433.8097/410.2623/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.0%, Past 4 years, 10",450.785,No Information,No Information,No Information,No Information,No Information,No Information,14.75%/3.67%/9.64%,"16.71%, 16.71%",15 days/1 day/4 days,5.76%,8.16%,-2.4%,0.13,0.44,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2026-04-23 (Price: 44.05)",Daily,2026-05-06 (Price: 46.19),No Price Target,No Date Target,2.61%/3.77%,"3.18%, 15 days","2026-05-08 (Price: 45.45), 3.18% above",49.3977 (Historic Rise or Fall to Pivot)/46.6357 (Avg % Gain of Historic Winning trades)/70.855 (Horizontal)/88.9078 (F-Stack 1)/123.2518 (F-Stack 2)/53.99 (EMA 200)/47.1643 (Backtested Max),2026-07-10 (Max)/2026-05-26 (Avg),37.4/41.99/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 8",43.982,No Information,No Information,No Information,No Information,No Information,6.92% above/3.18% above/3.18% above,7.07%/4.18%/5.87%,"-0.0%, 8.48%",1.8 month/6 days/23 days,32.48%,18.15%,14.33%,1.51,0.79,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-15 (Price: 146.42)",Weekly,2026-05-08 (Price: 152.71),No Price Target,No Date Target,5.82%/8.44%,"4.3%, 2.7 months","2026-05-08 (Price: 152.71), 4.3% above",165.6 (Function Specific Target)/171.0825 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/161.6038 (Backtested Max),2027-12-24 (Max)/2026-07-25 (Avg),130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,"92.59%, Past 10 years, 27",138.58,No Information,No Information,No Information,No Information,No Information,10.22% above/4.3% above/4.3% above,10.37%/1.53%/6.06%,"6.29%, 28.98%",1.3 year/28 days/3.7 months,6.05%,6.79%,-0.74%,0.9,0.39,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",Monthly,No Exit Yet,207.1743 (F-Stack 2),No Date Target,4.62%/24.99%,"23.02%, 5.3 months","2026-05-08 (Price: 207.84), 23.02% above",259.77 (Function Specific Target)/217.4386 (Backtested Max),2028-01-21 (Max)/2026-07-09 (Min)/2027-01-16 (Avg),118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"83.33%, Past 20 years, 12",157.19,No Information,No Information,No Information,No Information,No Information,32.64% above/23.02% above/23.02% above,28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,7.48%,7.8%,-0.32%,0.92,0.46,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2025-11-23 (Price: 1779.7)",Weekly,No Exit Yet,1842.7014 (Historic Rise or Fall to Pivot),No Date Target,0.47%/2.17%,"3.83%, 5.5 months","2026-05-08 (Price: 1847.9), 3.83% above",1981.8739 (Avg % Gain of Historic Winning trades)/1888.09 (Function Specific Target)/1935.175 (Horizontal)/2110.5488 (F-Stack 1)/2409.4589 (F-Stack 2)/2066.7656 (Backtested Max)/1856.583 (Backtested Min),2026-12-23 (Max)/2026-05-15 (Avg),1586.7/653.55/1465.6767/925.6338/No F-Track Level/No F-Track Level/1683.31,"95.65%, Past 10 years, 23",1765.8,No Information,No Information,No Information,No Information,No Information,5.17% above/3.58% above/3.83% above,16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2.25%,10.55%,-8.3%,0.46,0.56,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
PULSEGAUGE,"EFN.TO, Long, 2025-10-09 (Price: 36.31)",Weekly,2026-05-08 (Price: 28.0),No Price Target,No Date Target,35.48%/58.36%,"-22.89%, 7 months","2026-05-08 (Price: 28.0), 22.89% below",37.9331 (Historic Rise or Fall to Pivot)/46.6039 (Avg % Gain of Historic Winning trades)/45.1741 (Function Specific Target)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/51.0519 (Backtested Max)/44.3418 (Backtested Min),2028-03-13 (Max)/2027-01-25 (Avg),36.01/11.7733/29.5041/No stop loss/No F-Track Level/No F-Track Level/34.97,"87.5%, Past 22 years, 8",36.84,No Information,No Information,No Information,No Information,No Information,No Information,40.6%/22.12%/28.35%,"54.78%, 48.06%",1.7 year/2.1 months/10.9 months,7.2%,9.58%,-2.38%,0.37,-0.03,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
DELTADRIFT,"BYD.TO, Long, 2026-04-19 (Price: 167.85)",Weekly,No Exit Yet,No Price Target,2026-05-09 (Min),7.92%/11.86%,"-5.78%, 19 days","2026-05-08 (Price: 158.14), 5.78% below",170.6699 (Historic Rise or Fall to Pivot)/185.4239 (Avg % Gain of Historic Winning trades)/178.05 (Function Specific Target)/254.5175 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/213.28 (EMA 200)/197.4587 (Backtested Max)/176.8971 (Backtested Min),2026-12-09 (Max)/2026-05-09 (Min)/2026-08-31 (Avg),162.27/No Horizontal Support/147.1212/139.9966/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 15 years, 6",161.85,No Information,No Information,No Information,No Information,No Information,No Information,17.64%/5.39%/10.47%,"23.95%, 24.98%",5.4 months/14 days/3.1 months,5.46%,13.53%,-8.07%,0.15,0.7,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
DELTADRIFT,"MFT.NZ, Long, 2026-04-05 (Price: 58.99)",Weekly,No Exit Yet,No Price Target,2026-05-05 (Max),7.26%/7.54%,"-0.58%, 1.1 month","2026-05-08 (Price: 58.65), 0.58% below",65.4258 (Historic Rise or Fall to Pivot)/64.2873 (Avg % Gain of Historic Winning trades)/64.86 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/63.07 (EMA 200)/66.8888 (Backtested Max)/62.9069 (Backtested Min),No Next Date Target,58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 15 years, 9",58.89,No Information,No Information,No Information,No Information,No Information,No Information,13.39%/6.64%/8.98%,"14.48%, 14.87%",21 days/7 days/12 days,11.35%,8.93%,2.42%,0.62,0.51,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
FRACTAL TRACK,"TWR.NZ, Long, 2026-03-08 (Price: 1.835)",Weekly,2026-05-08 (Price: 2.12),2.1506 (Avg % Gain of Historic Winning trades)/2.1299 (Backtested Min),No Date Target,2.46%/29.72%,"15.53%, 2 months","2026-05-08 (Price: 2.12), 15.53% above",2.75 (Function Specific Target)/7.3695 (F-Stack 1)/7.9211 (F-Stack 2)/2.1721 (Backtested Max),2031-06-19 (Max)/2026-06-28 (Min)/2029-06-17 (Avg),1.35/0.6472/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.0%, Past 20 years, 10",1.855,No Information,No Information,No Information,"23.66% (Price: 1.7809), 19.04% above, Upmove Bounce Back","2023-05-14 (Price: 0.6222), 2026-01-18 (Price: 2.14)",No Information,18.37%/16.07%/17.2%,"2.24%, 69.4%",3.7 years/2.6 months/2.3 years,3.92%,-1.33%,5.25%,0.1,-0.06,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
PULSEGAUGE,"BBTC.NS, Long, 2026-04-24 (Price: 1492.7)",Weekly,No Exit Yet,No Price Target,2026-05-09 (Min),0.92%/14.37%,"4.61%, 14 days","2026-05-08 (Price: 1561.5), 4.61% above",1575.8434 (Historic Rise or Fall to Pivot)/2054.1045 (Avg % Gain of Historic Winning trades)/3412.111 (Function Specific Target)/2145.0 (Horizontal)/3412.111 (F-Stack 1)/3761.7441 (F-Stack 2)/1785.82 (EMA 200)/2141.4274 (Backtested Max)/1986.7837 (Backtested Min),2030-11-17 (Max)/2026-05-09 (Min)/2027-07-15 (Avg),1375.0/846.25/1057.7422/973.2526/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 23 years, 14",1540.0,No Information,No Information,No Information,No Information,No Information,No Information,43.46%/33.1%/37.61%,"50.52%, 56.37%",3.2 years/11 days/10.3 months,11.76%,15.96%,-4.2%,0.6,0.12,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"BEL.NS, Long, 2026-02-08 (Price: 429.65)",Weekly,No Exit Yet,No Price Target,2026-05-10 (Min),15.77%/17.17%,"2.34%, 3 months","2026-05-08 (Price: 439.7), 2.34% above",515.1933 (Historic Rise or Fall to Pivot)/509.0493 (Avg % Gain of Historic Winning trades)/613.9011 (F-Stack 2)/696.076 (Backtested Max),2027-05-10 (Max)/2026-05-10 (Min)/2026-07-27 (Avg),389.45/61.7416/382.9941/287.8162/No F-Track Level/No F-Track Level/413.78,"80.87%, Past 10 years, 115",432.0,No Information,"^NSEI, Local Extrema Case",No Information,No Information,No Information,No Information,62.01%/0.22%/18.48%,"36.52%, 45.62%",10.5 months/2.1 months/3.9 months,34.32%,19.36%,14.96%,0.61,0.92,54.55%/33/2.9 months (Across ALL Assets),70.5%/522/3.5 months (Across ALL Assets)
PULSEGAUGE,"CRM, Long, 2025-10-10 (Price: 241.68)",Weekly,No Exit Yet,No Price Target,2026-05-06 (Avg),67.96%/71.19%,"-24.77%, 7 months","2026-05-08 (Price: 181.82), 24.77% below",311.2597 (Avg % Gain of Historic Winning trades)/354.7868 (Function Specific Target)/368.045 (Horizontal)/354.7868 (F-Stack 1)/400.2507 (F-Stack 2)/334.1709 (Backtested Max)/305.3868 (Backtested Min),2027-10-08 (Max),240.36/156.1/209.3181/186.7031/No F-Track Level/No F-Track Level/226.61,"83.33%, Past 21 years, 18",239.33,No Information,No Information,No Information,No Information,No Information,No Information,38.27%/26.36%/28.79%,"40.81%, 50.47%",1.4 year/1.1 month/4.8 months,12.45%,12.8%,-0.35%,0.52,0.05,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
FRACTAL TRACK,"GBPUSD=X, Long, 2026-04-19 (Price: 1.3516)",Weekly,No Exit Yet,1.364 (Horizontal),No Date Target,0.24%/0.78%,"0.86%, 19 days","2026-05-08 (Price: 1.3632), 0.86% above",1.3738 (Avg % Gain of Historic Winning trades)/1.4 (Function Specific Target)/2.4421 (F-Stack 1)/3.2078 (F-Stack 2)/1.3809 (Backtested Max)/1.3665 (Backtested Min),2030-06-09 (Max)/2027-03-28 (Min)/2028-11-12 (Avg),1.32/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.34,"100.0%, Past 20 years, 13",1.339,No Information,No Information,No Information,"50% (Price: 1.343), 1.5% above, Upmove Bounce Back","2025-11-09 (Price: 1.3012), 2026-02-01 (Price: 1.3847)",No Information,2.17%/1.1%/1.64%,"-0.0%, 8.98%",2.9 years/7.9 months/1.8 year,3.11%,-1.16%,4.27%,-0.32,-0.6,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2026-04-28 (Price: 705.15)",Daily,No Exit Yet,No Price Target,2026-05-06 (Min),2.61%/17.48%,"6.78%, 10 days","2026-05-08 (Price: 752.95), 6.78% above",1046.04 (Function Specific Target)/884.591 (F-Stack 2)/772.6329 (Backtested Max),2026-06-19 (Max)/2026-05-21 (Avg),554.35/229.525/696.635/643.2768/No F-Track Level/No F-Track Level/556.25,"70.83%, Past 4 years, 24",696.0,No Information,No Information,No Information,No Information,No Information,6.78% above/6.78% above/6.78% above,9.57%/1.56%/4.34%,"15.65%, 34.75%",1.2 month/6 days/16 days,5.43%,19.43%,-14.0%,-0.0,0.92,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
PULSEGAUGE,"PERSISTENT.NS, Long, 2026-04-23 (Price: 5065.2002)",Weekly,No Exit Yet,No Price Target,2026-05-08 (Min),3.15%/8.9%,"0.96%, 15 days","2026-05-08 (Price: 5113.6001), 0.96% above",5274.8995 (Historic Rise or Fall to Pivot)/6291.9917 (Avg % Gain of Historic Winning trades)/9957.5854 (Function Specific Target)/6693.95 (Horizontal)/9957.5854 (F-Stack 1)/15965.083 (F-Stack 2)/5568.73 (EMA 200)/6743.8075 (Backtested Max)/6124.3336 (Backtested Min),2027-07-23 (Max)/2026-10-05 (Avg),4638.8/1548.5125/3950.0879/2531.9096/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.0%, Past 16 years, 10",5451.0,No Information,No Information,No Information,No Information,No Information,No Information,33.14%/20.91%/24.22%,"31.55%, 31.1%",10.5 months/11 days/3.8 months,12.35%,18.38%,-6.03%,0.77,0.13,67.21%/61/6.6 months (Across ALL Assets),73.72%/331/5.3 months (Across ALL Assets)
DELTADRIFT,"AMZN, Short, 2026-04-27 (Price: 261.12)",Daily,2026-05-04 (Price: 272.05),No Price Target,2026-05-10 (Avg),-68.1%/-21.84%,"-4.43%, 11 days","2026-05-08 (Price: 272.68), 4.43% above",252.9731 (Historic Rise or Fall to Pivot)/254.4614 (Avg % Gain of Historic Winning trades)/253.72 (Function Specific Target)/86.995 (Horizontal)/231.81 (F-Stack 1)/213.1321 (F-Stack 2)/228.52 (EMA 200),2026-05-21 (Max)/2026-05-10 (Avg),263.99/No Horizontal Resistance/317.6152/339.3352/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 7",263.425,No Information,No Information,No Information,No Information,No Information,No Information,5.38%/0.94%/2.55%,"6.23%, 7.98%",17 days/3 days/9 days,4.88%,3.82%,1.06%,0.24,0.38,79.41%/34/4 days (Across ALL Assets),62.71%/118/6 days (Across ALL Assets)
OSCILLATOR DELTA,"ARM, Short, 2026-04-29 (Price: 201.69)",Daily,2026-05-06 (Price: 237.3),No Price Target,2026-05-09 (Avg),-42.45%/-33.09%,"-5.74%, 9 days","2026-05-08 (Price: 213.27), 5.74% above",173.1509 (Historic Rise or Fall to Pivot)/193.7838 (Avg % Gain of Historic Winning trades)/183.47 (Function Specific Target)/165.49 (Horizontal)/155.9428 (F-Stack 1)/122.7432 (F-Stack 2)/142.7 (EMA 200),2026-05-16 (Max)/2026-05-09 (Avg),No Recent Maxima/No Horizontal Resistance/209.6611/292.8214/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 2 years, 4",202.71,No Information,No Information,No Information,No Information,No Information,No Information,5.76%/2.2%/3.92%,"0.0%, 10.51%",12 days/3 days/7 days,15.68%,3.67%,12.01%,2.04,1.35,100.0%/17/17 days (Across ALL Assets),72.5%/80/1.4 month (Across ALL Assets)
