Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"SUM.NZ, Long, 2026-05-22 (Price: 7.7)",No Exit Yet,"-2.21%, 3 days","84.21%, Past 6 years, 19","Daily, is Confirmed on 2026-05-22",No Cancellation Possible,"2026-05-25 (Price: 7.53), 2.21% below",3 days,7.34,No Information,No Information,No Information,No Information,No Information,No Information,8.53%/0.08%/2.55%,"11.53%, 11.95%",4.1 months/3 days/1.1 month,2026-11-14/2026-05-26/2026-07-08,3.69%,3.12%,0.57%,0.02,0.13,8.0065/7.8964/8.09/12.64/19.8479/26.5969/10.73,No Recent Minima/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
OSCILLATOR DELTA,"SJ.TO, Long, 2026-05-22 (Price: 73.96)",No Exit Yet,"0.19%, 3 days","81.82%, Past 6 years, 11","Daily, is Confirmed on 2026-05-22",No Cancellation Possible,"2026-05-25 (Price: 74.1), 0.19% above",3 days,73.14,No Information,No Information,No Information,No Information,No Information,No Information,6.5%/0.78%/2.34%,"13.62%, 14.08%",1.3 month/3 days/14 days,2026-07-17/2026-05-26/2026-06-11,2.18%,10.88%,-8.7%,-0.08,0.6,81.3042/75.6907/77.66/84.3925/95.0177/123.2166/84.91,No Recent Minima/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2026-05-21 (Price: 24.62)",No Exit Yet,"0.49%, 1 day","78.57%, Past 4 years, 14","Daily, is CONFIRMED on 2026-05-21",Already confirmed,"2026-05-22 (Price: 24.74), 0.49% above",1 day,24.47,No Information,No Information,No Information,No Information,No Information,0.45% above/0.49% above/0.49% above,6.63%/0.76%/4.24%,"0.81%, 14.63%",1.2 month/6 days/20 days,2026-07-12/2026-05-29/2026-06-18,11.62%,2.46%,9.16%,0.79,0.12,25.787/25.6639/30.52/39.5717/40.717/51.346/32.59,23.88/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"IBIT, Long, 2026-05-21 (Price: 44.0)",No Exit Yet,"-2.36%, 1 day","100.0%, Past 4 years, 8","Daily, is CONFIRMED on 2026-05-21",Already confirmed,"2026-05-22 (Price: 42.96), 2.36% below",1 day,43.745,No Information,No Information,No Information,No Information,No Information,2.36% below/2.36% below/2.36% below,7.07%/4.18%/5.87%,"-0.0%, 8.48%",1.8 month/6 days/23 days,2026-08-07/2026-05-29/2026-06-23,32.48%,18.15%,14.33%,1.51,0.79,49.3416/46.5828/59.53/70.855/88.9078/123.2518/51.82,43.5/41.99/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-05-21 (Price: 143.4)",No Exit Yet,"0.73%, 1 day","75.0%, Past 4 years, 24","Daily, is CONFIRMED on 2026-05-21",Already confirmed,"2026-05-22 (Price: 144.44), 0.73% above",1 day,141.88,No Information,No Information,No Information,No Information,No Information,0.73% above/0.73% above/0.73% above,4.88%/0.18%/2.03%,"6.35%, 18.75%",7 months/7 days/2.1 months,2027-03-21/2026-05-31/2026-08-20,6.69%,3.03%,3.66%,0.0,0.09,145.8665/146.311/157.48/179.4533/186.6499/209.3631/149.9,141.3/137.0167/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"TD, Long, 2026-05-21 (Price: 111.11)",No Exit Yet,"0.68%, 1 day","92.86%, Past 4 years, 28","Daily, is CONFIRMED on 2026-05-21",Already confirmed,"2026-05-22 (Price: 111.87), 0.68% above",1 day,109.04,No Information,No Information,No Information,No Information,No Information,0.68% above/0.68% above/0.68% above,8.73%/0.22%/2.84%,"7.15%, 16.74%",3.3 months/6 days/18 days,2026-10-11/2026-05-29/2026-06-16,11.87%,11.96%,-0.09%,0.53,0.75,117.9766/114.2655/143.45/No Horizontal Resistance/115.2091/125.1041/No EMA 200 Target,104.31/54.526/97.2953/75.6865/No F-Track Level/No F-Track Level/89.64,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2026-05-21 (Price: 153.15)",No Exit Yet,"2.23%, 4 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-05-21",Already confirmed,"2026-05-25 (Price: 156.56), 2.23% above",4 days,150.25,No Information,No Information,No Information,No Information,No Information,2.23% above/2.23% above/2.23% above,4.43%/0.31%/2.32%,"4.88%, 19.34%",1.4 month/4 days/12 days,2026-07-20/2026-05-26/2026-06-07,5.25%,11.6%,-6.35%,0.93,0.81,159.1535/156.7031/200.39/No Horizontal Resistance/No Target/201.9998/No EMA 200 Target,142.93/73.6233/128.6672/101.1064/No F-Track Level/No F-Track Level/123.52,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"INDY, Long, 2026-05-21 (Price: 42.34)",No Exit Yet,"0.5%, 1 day","89.47%, Past 6 years, 19","Daily, is Confirmed on 2026-05-21",No Cancellation Possible,"2026-05-22 (Price: 42.55), 0.5% above",1 day,41.93,No Information,No Information,No Information,No Information,No Information,No Information,6.67%/0.05%/1.45%,"10.84%, 11.43%",2.8 months/6 days/21 days,2026-09-19/2026-05-29/2026-06-20,2.73%,5.45%,-2.72%,-0.03,0.29,43.661/42.9539/44.88/54.474/60.9145/66.9383/48.71,No Recent Minima/40.634/37.969/30.3493/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
OSCILLATOR DELTA,"GDX, Long, 2026-05-21 (Price: 85.99)",No Exit Yet,"-1.13%, 1 day","95.0%, Past 6 years, 20","Daily, is Confirmed on 2026-05-21",No Cancellation Possible,"2026-05-22 (Price: 85.02), 1.13% below",1 day,84.46,No Information,No Information,No Information,No Information,No Information,No Information,11.54%/0.22%/4.6%,"10.89%, 11.2%",1.2 month/2 days/14 days,2026-07-12/2026-05-23/2026-06-10,17.44%,11.0%,6.44%,0.76,0.54,94.9674/89.9455/98.03/No Horizontal Resistance/136.5646/157.2221/No EMA 200 Target,No Recent Minima/25.645/72.73/50.0225/No F-Track Level/No F-Track Level/84.91,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
OSCILLATOR DELTA,"INDA, Long, 2026-05-21 (Price: 48.03)",No Exit Yet,"0.75%, 1 day","93.75%, Past 6 years, 16","Daily, is Confirmed on 2026-05-21",No Cancellation Possible,"2026-05-22 (Price: 48.39), 0.75% above",1 day,47.55,No Information,No Information,No Information,No Information,No Information,No Information,5.29%/0.49%/2.66%,"10.42%, 10.55%",2.9 months/3 days/26 days,2026-09-24/2026-05-25/2026-06-27,9.24%,7.62%,1.62%,0.41,0.48,50.4267/49.3076/50.91/55.3975/66.8401/79.771/51.96,No Recent Minima/39.0425/45.3705/38.12/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-05-20 (Price: 223.47)",No Exit Yet,"-3.64%, 2 days","91.67%, Past 4 years, 24","Daily, is CONFIRMED on 2026-05-20",Already confirmed,"2026-05-22 (Price: 215.33), 3.64% below",2 days,223.1,No Information,No Information,No Information,No Information,No Information,2.39% below/3.64% below/3.64% below,19.41%/2.96%/8.95%,"6.69%, 63.72%",1.4 month/6 days/12 days,2026-07-19/2026-05-28/2026-06-06,14.93%,46.02%,-31.09%,0.77,1.8,273.4826/243.4706/353.66/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,196.5/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/186.65,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2026-05-20 (Price: 61323.3008)",No Exit Yet,"1.05%, 5 days","86.84%, Past 4 years, 38","Daily, is CONFIRMED on 2026-05-20",Already confirmed,"2026-05-25 (Price: 61966.6016), 1.05% above",5 days,60643.1016,No Information,No Information,No Information,No Information,No Information,2.47% above/1.05% above/1.05% above,4.39%/0.17%/2.27%,"10.85%, 21.42%",3.3 months/4 days/19 days,2026-10-10/2026-05-25/2026-06-16,10.72%,19.9%,-9.18%,0.13,1.53,64640.8914/62715.3397/61385.13/No Horizontal Resistance/69983.5191/76335.2565/No EMA 200 Target,59704.65/26608.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level/58704.88,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"INFY, Long, 2026-05-20 (Price: 12.77)",No Exit Yet,"-0.78%, 2 days","100.0%, Past 4 years, 13","Daily, is CONFIRMED on 2026-05-20",Already confirmed,"2026-05-22 (Price: 12.67), 0.78% below",2 days,12.49,No Information,No Information,No Information,No Information,No Information,0.78% below/0.78% below/0.78% below,6.66%/0.4%/3.63%,"-0.0%, 10.02%",3.3 months/7 days/1.2 month,2026-10-10/2026-05-30/2026-07-11,11.76%,3.81%,7.95%,1.26,0.19,13.2106/13.2336/16.78/23.796/29.9668/31.8515/15.95,11.66/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"XLU, Long, 2026-05-19 (Price: 44.34)",2026-05-22 (Price: 45.35),"2.28%, 3 days","92.86%, Past 4 years, 14","Daily, was CONFIRMED on 2026-05-19",Already confirmed,"2026-05-22 (Price: 45.35), 2.28% above",3 days,43.82,No Information,No Information,No Information,No Information,No Information,No Information,4.04%/1.18%/2.66%,"8.55%, 8.55%",1.3 month/1 day/13 days,2026-07-14/2026-05-20/2026-06-06,9.69%,4.86%,4.83%,0.56,0.24,46.6191/45.5194/46.07/47.3425/49.4858/65.2454/44.41,43.87/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-05-15 (Price: 106.16)",2026-05-25 (Price: 110.98),"4.54%, 10 days","96.43%, Past 4 years, 28","Daily, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-25 (Price: 110.98), 4.54% above",10 days,105.4,No Information,No Information,No Information,No Information,No Information,5.88% above/4.54% above/4.54% above,4.49%/0.55%/2.36%,"5.65%, 21.81%",3.3 months/6 days/25 days,2026-10-05/2026-05-23/2026-06-20,4.76%,8.36%,-3.6%,0.84,0.55,113.0816/108.6654/106.25/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,93.61/61.07/92.969/69.3218/No F-Track Level/No F-Track Level/95.59,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-05-15 (Price: 66.08)",2026-05-22 (Price: 67.24),"1.76%, 7 days","82.61%, Past 4 years, 23","Daily, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-25 (Price: 64.8), 1.94% below",10 days,65.87,No Information,No Information,No Information,No Information,No Information,0.17% above/1.94% below/1.94% below,11.4%/0.32%/4.06%,"11.63%, 29.81%",1.5 month/4 days/13 days,2026-07-19/2026-05-20/2026-06-02,17.27%,23.61%,-6.34%,0.18,1.16,70.6461/68.7628/68.7/No Horizontal Resistance/68.6522/72.1856/No EMA 200 Target,60.89/34.9317/65.8353/48.4386/No F-Track Level/No F-Track Level/51.11,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"PPL.TO, Long, 2026-05-14 (Price: 66.72)",2026-05-22 (Price: 68.45),"2.59%, 8 days","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-05-14",Already confirmed,"2026-05-25 (Price: 67.73), 1.51% above",11 days,64.95,No Information,No Information,No Information,No Information,No Information,5.75% above/1.51% above/1.51% above,4.42%/0.77%/2.69%,"1.41%, 19.26%",4.6 months/6 days/1.4 month,2026-11-29/2026-05-22/2026-07-13,9.57%,8.52%,1.05%,0.67,0.49,69.3021/68.5148/68.19/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,58.03/37.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/55.98,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CSU.TO, Long, 2026-05-14 (Price: 2533.1499)",2026-05-22 (Price: 2721.48),"7.43%, 8 days","86.67%, Past 4 years, 30","Daily, is CONFIRMED on 2026-05-14",Already confirmed,"2026-05-25 (Price: 2772.98), 9.47% above",11 days,2493.8501,No Information,No Information,No Information,No Information,No Information,9.47% above/9.47% above/9.47% above,8.58%/1.17%/3.86%,"5.28%, 20.08%",2.8 months/6 days/29 days,2026-09-12/2026-05-22/2026-06-25,17.4%,6.79%,10.61%,0.59,0.35,2640.0488/2630.9295/4049.38/5050.3501/No Next Fib Ext/No Next Fib Ext/3285.78,2400.4/1788.955/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"BIPC.TO, Long, 2026-05-12 (Price: 55.53)",2026-05-25 (Price: 58.85),"5.98%, 13 days","84.62%, Past 4 years, 13","Daily, is CONFIRMED on 2026-05-12",Already confirmed,"2026-05-25 (Price: 58.85), 5.98% above",13 days,53.86,No Information,No Information,No Information,No Information,No Information,8.82% above/5.98% above/5.98% above,12.79%/1.44%/3.91%,"24.4%, 42.49%",2.6 months/10 days/1.1 month,2026-09-01/2026-05-26/2026-06-28,5.48%,3.48%,2.0%,0.04,0.17,59.6503/57.7012/64.24/67.0517/No Next Fib Ext/No Next Fib Ext/60.13,48.53/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"C6L.SI, Long, 2026-05-07 (Price: 6.33)",2026-05-25 (Price: 6.65),"5.06%, 18 days","87.5%, Past 6 years, 16","Daily, is Confirmed on 2026-05-07",No Cancellation Possible,"2026-05-25 (Price: 6.65), 5.06% above",18 days,6.33,No Information,No Information,No Information,No Information,No Information,No Information,9.74%/0.59%/2.64%,"10.5%, 11.94%",3.2 months/7 days/25 days,2026-09-23/2026-05-17/2026-06-12,4.92%,4.17%,0.75%,0.12,0.19,6.6895/6.4971/6.65/7.24/15.377/16.6022/6.54,No Recent Minima/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2026-05-06 (Price: 736.0)",2026-05-25 (Price: 758.4),"3.04%, 19 days","70.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-05-06",Already confirmed,"2026-05-25 (Price: 758.4), 3.04% above",19 days,714.5,No Information,No Information,No Information,No Information,No Information,3.04% above/3.04% above/3.04% above,9.57%/1.56%/4.34%,"15.65%, 34.75%",1.2 month/6 days/16 days,2026-06-27/2026-05-14/2026-05-29,5.43%,19.43%,-14.0%,-0.0,0.92,757.1232/767.9424/1095.4/No Horizontal Resistance/No Target/884.591/No EMA 200 Target,554.35/229.525/696.635/643.2768/No F-Track Level/No F-Track Level/561.93,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"NOVA.F, Long, 2026-04-26 (Price: 35.1)",2026-05-25 (Price: 38.62),"10.03%, 29 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2026-04-24",Already confirmed,"2026-05-25 (Price: 38.62), 10.03% above",29 days,34.12,No Information,No Information,No Information,No Information,No Information,10.03% above/10.03% above/10.03% above,21.11%/2.36%/10.96%,"-0.0%, 9.84%",6.1 months/1.2 month/2.7 months,2027-01-16/2026-06-17/2026-08-21,12.8%,7.07%,5.73%,1.33,0.37,41.4004/38.947/94.57/126.5/138.0871/146.706/43.39,31.2/No Horizontal Support/33.7767/28.7825/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
