Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"HDB, Long, 2026-05-18 (Price: 24.63)",No Exit Yet,"0.0%, 2 days","88.0%, Past 6 years, 25","Daily, is Confirmed on 2026-05-18",No Cancellation Possible,"2026-05-20 (Price: 24.63), 0.0% below",2 days,24.47,No Information,No Information,No Information,No Information,No Information,No Information,11.75%/0.27%/5.01%,"10.41%, 13.52%",2.3 months/3 days/23 days,2026-08-25/2026-05-22/2026-06-20,15.08%,2.46%,12.62%,0.53,0.12,26.7137/25.864/26.6/39.5717/40.717/51.346/32.66,No Recent Minima/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
DELTADRIFT,"NU, Long, 2026-05-18 (Price: 12.29)",2026-05-20 (Price: 12.79),"4.07%, 2 days","91.67%, Past 4 years, 12","Daily, was CONFIRMED on 2026-05-18",Already confirmed,"2026-05-20 (Price: 12.79), 4.07% above",2 days,12.4,No Information,No Information,No Information,No Information,No Information,No Information,23.68%/2.44%/8.86%,"24.09%, 24.09%",2.1 months/1 day/22 days,2026-08-17/2026-05-19/2026-06-18,21.14%,5.23%,15.91%,0.51,0.4,12.9192/13.3789/13.15/16.285/No Next Fib Ext/No Next Fib Ext/15.47,12.19/5.54/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
SIGMASHELL,"VGT, Long, 2026-05-18 (Price: 112.13)",No Exit Yet,"1.52%, 2 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2026-05-18",Already confirmed,"2026-05-20 (Price: 113.83), 1.52% above",2 days,114.135,"-17.0, 100.0%",No Information,No Information,No Information,No Information,No Information,34.72%/3.31%/12.27%,"10.31%, 19.86%",5.9 months/1.4 month/2.7 months,2027-01-29/2026-07-17/2026-09-12,25.9%,2.47%,23.43%,0.8,0.26,115.8079/125.8884/No Target/704.335/No Next Fib Ext/No Next Fib Ext/670.87,101.02/No Horizontal Support/85.1743/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,68.18%/44/3.8 months (Across ALL Assets),69.36%/297/3.8 months (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2026-05-17 (Price: 7408.5)",No Exit Yet,"0.33%, 3 days","100.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-20 (Price: 7432.9702), 0.33% above",3 days,7385.3101,No Information,No Information,No Information,No Information,No Information,0.46% above/0.33% above/0.33% above,6.49%/1.35%/4.0%,"-0.0%, 31.81%",7.7 months/28 days/2.5 months,2027-04-16/2026-06-26/2026-09-02,8.54%,8.2%,0.34%,1.93,0.55,7971.546/7704.84/10586.97/No Horizontal Resistance/9765.5661/10911.139/No EMA 200 Target,6368.85/4128.7074/6767.7249/6316.2337/No F-Track Level/No F-Track Level/6779.87,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2026-05-17 (Price: 118.21)",No Exit Yet,"-3.27%, 3 days","94.74%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-20 (Price: 114.35), 3.27% below",3 days,96.35,No Information,No Information,No Information,No Information,No Information,18.41% above/3.27% below/3.27% below,14.42%/0.74%/6.58%,"16.99%, 36.88%",8.6 months/28 days/2.8 months,2027-05-25/2026-06-26/2026-09-15,7.43%,8.35%,-0.92%,0.58,0.45,129.7118/125.9882/171.92/No Horizontal Resistance/No Target/119.2504/No EMA 200 Target,73.88/40.92/78.7458/68.2017/No F-Track Level/No F-Track Level/76.65,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2026-05-17 (Price: 739.17)",No Exit Yet,"0.28%, 3 days","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-20 (Price: 741.25), 0.28% above",3 days,736.45,No Information,No Information,No Information,No Information,No Information,0.49% above/0.28% above/0.28% above,9.31%/2.6%/4.31%,"0%, 32.23%",8.4 months/28 days/2.5 months,2027-05-17/2026-06-26/2026-09-02,8.51%,8.18%,0.33%,2.8,0.54,802.8125/771.0282/1056.12/No Horizontal Resistance/969.1148/1522.3697/No EMA 200 Target,634.09/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/676.07,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets)
FRACTAL TRACK,"PPH, Long, 2026-05-17 (Price: 100.84)",No Exit Yet,"1.75%, 3 days","93.75%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-05-17",Already confirmed,"2026-05-20 (Price: 102.6), 1.75% above",3 days,100.07,No Information,No Information,No Information,"38.2% (Price: 99.2444), 3.38% above, Upmove Bounce Back","2025-04-13 (Price: 77.67), 2026-02-22 (Price: 112.58)",No Information,17.44%/6.28%/14.88%,"9.84%, 28.32%",6.1 years/3.3 months/1.7 year,2035-01-30/2026-10-07/2028-10-19,8.15%,3.85%,4.3%,0.85,0.15,103.9459/115.845/121.79/No Horizontal Resistance/120.2747/126.127/No EMA 200 Target,99.84/72.54/100.0174/96.0365/No F-Track Level/No F-Track Level/99.04,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
FRACTAL TRACK,"ATD.TO, Long, 2026-05-17 (Price: 78.46)",No Exit Yet,"1.49%, 3 days","92.31%, Past 20 years, 13","Weekly, was CONFIRMED on 2026-05-17",Already confirmed,"2026-05-20 (Price: 79.63), 1.49% above",3 days,79.1,No Information,No Information,No Information,"50% (Price: 75.77), 5.09% above, Upmove Bounce Back","2025-03-23 (Price: 65.95), 2026-03-01 (Price: 85.59)",No Information,25.17%/0.64%/14.06%,"2.07%, 20.51%",2.2 years/28 days/6.8 months,2029-07-07/2026-06-26/2027-03-08,9.98%,10.71%,-0.73%,0.97,0.57,87.4437/89.4915/90.24/85.53/85.3936/96.14/No EMA 200 Target,70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/75.32,89.09%/55/1.4 year (Across ALL Assets),61.63%/172/7.4 months (Across ALL Assets)
DELTADRIFT,"VGT, Long, 2026-05-17 (Price: 113.31)",No Exit Yet,"0.46%, 3 days","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2026-05-17",Already confirmed,"2026-05-20 (Price: 113.83), 0.46% above",3 days,112.41,No Information,No Information,No Information,No Information,No Information,No Information,11.08%/7.01%/9.17%,"-0.0%, 4.8%",1.2 month/7 days/19 days,2026-07-08/2026-05-27/2026-06-13,9.89%,2.33%,7.56%,1.84,0.31,145.762/123.7005/134.73/704.335/No Next Fib Ext/No Next Fib Ext/670.87,104.16/No Horizontal Support/85.1743/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,82.76%/29/1.6 month (Across ALL Assets),86.61%/127/2.1 months (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-05-15 (Price: 106.16)",No Exit Yet,"2.2%, 5 days","96.43%, Past 4 years, 28","Daily, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-20 (Price: 108.5), 2.2% above",5 days,105.4,No Information,No Information,No Information,No Information,No Information,3.51% above/2.2% above/2.2% above,4.49%/0.55%/2.36%,"5.65%, 21.81%",3.3 months/6 days/25 days,2026-10-05/2026-05-23/2026-06-20,4.76%,8.36%,-3.6%,0.84,0.55,113.0816/108.6654/106.25/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,93.61/61.07/92.969/69.3218/No F-Track Level/No F-Track Level/95.59,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"TD, Long, 2026-05-15 (Price: 107.64)",No Exit Yet,"1.8%, 5 days","92.86%, Past 4 years, 28","Daily, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-20 (Price: 109.58), 1.8% above",5 days,107.41,No Information,No Information,No Information,No Information,No Information,2.85% above/1.8% above/1.8% above,8.73%/0.22%/2.84%,"7.15%, 16.74%",3.3 months/6 days/18 days,2026-10-05/2026-05-23/2026-06-10,11.87%,11.96%,-0.09%,0.53,0.75,114.2922/110.697/137.9/No Horizontal Resistance/115.2091/125.1041/No EMA 200 Target,104.31/54.526/97.2953/75.6865/No F-Track Level/No F-Track Level/88.91,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-05-15 (Price: 66.08)",No Exit Yet,"1.56%, 5 days","82.61%, Past 4 years, 23","Daily, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-20 (Price: 67.11), 1.56% above",5 days,65.87,No Information,No Information,No Information,No Information,No Information,3.74% above/1.56% above/1.56% above,11.4%/0.32%/4.06%,"11.63%, 29.81%",1.5 month/4 days/13 days,2026-07-19/2026-05-20/2026-06-02,17.27%,23.61%,-6.34%,0.18,1.16,70.6461/68.7628/68.7/No Horizontal Resistance/68.6522/72.1856/No EMA 200 Target,60.89/34.9317/65.8353/48.4386/No F-Track Level/No F-Track Level/51.11,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"SUNPHARMA.NS, Long, 2026-05-15 (Price: 1878.2)",No Exit Yet,"0.11%, 5 days","92.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-20 (Price: 1880.3), 0.11% above",5 days,1874.0,No Information,No Information,No Information,No Information,No Information,0.92% above/0.11% above/0.11% above,11.76%/1.18%/3.15%,"2.03%, 13.23%",6.1 months/8 days/27 days,2027-02-04/2026-05-26/2026-06-23,17.09%,17.72%,-0.63%,0.9,1.14,2062.8271/1937.3633/1895.12/1935.175/2110.5488/2409.4589/No EMA 200 Target,1620.4/797.125/1465.6767/925.6338/No F-Track Level/No F-Track Level/1707.27,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"IMO.TO, Long, 2026-05-15 (Price: 185.26)",No Exit Yet,"-0.76%, 5 days","95.24%, Past 4 years, 21","Daily, is CONFIRMED on 2026-05-15",Already confirmed,"2026-05-20 (Price: 183.85), 0.76% below",5 days,182.41,No Information,No Information,No Information,No Information,No Information,0.76% below/0.76% below/0.76% below,7.92%/1.44%/4.7%,"8.02%, 26.59%",2.9 months/4 days/1 month,2026-09-18/2026-05-20/2026-06-27,18.1%,28.65%,-10.55%,1.07,1.42,195.7828/193.9672/185.34/No Horizontal Resistance/200.2184/314.1275/No EMA 200 Target,171.87/60.8067/129.8192/86.3092/No F-Track Level/No F-Track Level/142.21,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"CSU.TO, Long, 2026-05-14 (Price: 2533.1499)",2026-05-19 (Price: 2729.71),"7.76%, 5 days","80.0%, Past 6 years, 15","Daily, is Confirmed on 2026-05-14",No Cancellation Possible,"2026-05-20 (Price: 2715.0), 7.18% above",6 days,2493.8501,No Information,No Information,No Information,No Information,No Information,No Information,9.71%/0.06%/4.72%,"12.56%, 13.01%",1.2 month/5 days/14 days,2026-07-05/2026-05-21/2026-06-03,6.88%,6.79%,0.09%,0.19,0.35,2658.7941/2652.7146/2685.14/5050.3501/No Next Fib Ext/No Next Fib Ext/3253.55,No Recent Minima/1788.955/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.26%/154/25 days (Across ALL Assets),79.53%/513/25 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-05-12 (Price: 63.64)",2026-05-18 (Price: 66.35),"4.26%, 6 days","100.0%, Past 4 years, 15","Daily, is CONFIRMED on 2026-05-12",Already confirmed,"2026-05-20 (Price: 65.3), 2.61% above",8 days,61.91,No Information,No Information,No Information,No Information,No Information,12.05% above/2.61% above/2.61% above,9.02%/0.81%/3.13%,"-0.0%, 8.72%",3.2 months/4 days/22 days,2026-09-28/2026-05-17/2026-06-12,12.9%,5.67%,7.23%,1.15,0.29,68.4703/65.6319/64.01/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,54.83/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/56.78,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
DELTADRIFT,"IHI, Long, 2026-05-12 (Price: 48.7)",2026-05-19 (Price: 50.28),"3.24%, 7 days","78.95%, Past 4 years, 19","Daily, was CONFIRMED on 2026-05-12",Already confirmed,"2026-05-20 (Price: 50.9), 4.52% above",8 days,47.975,No Information,No Information,No Information,No Information,No Information,No Information,5.45%/1.63%/2.73%,"9.31%, 10.0%",28 days/1 day/8 days,2026-06-21/2026-05-13/2026-05-23,6.66%,-2.11%,8.77%,0.2,-0.31,51.4662/50.0295/50.75/65.682/68.9264/76.3906/58.95,47.55/46.725/46.1919/36.8936/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-05-12 (Price: 274.84)",2026-05-18 (Price: 282.47),"2.78%, 6 days","70.59%, Past 4 years, 17","Daily, was CONFIRMED on 2026-05-12",Already confirmed,"2026-05-20 (Price: 280.27), 1.98% above",8 days,278.2,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.94%",13 days/1 day/7 days,2026-05-30/2026-05-13/2026-05-22,3.8%,2.75%,1.05%,0.03,0.06,292.4298/282.2882/287.36/321.444/370.0426/590.3302/308.18,274.6/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,79.59%/196/16 days (Across ALL Assets),75.96%/570/16 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2026-05-11 (Price: 479.55)",2026-05-18 (Price: 488.38),"1.84%, 7 days","100.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-05-11",Already confirmed,"2026-05-20 (Price: 480.9), 0.28% above",9 days,476.4,No Information,No Information,No Information,No Information,No Information,1.04% above/0.28% above/0.28% above,5.02%/0.7%/2.78%,"-0.0%, 7.4%",2.1 months/6 days/15 days,2026-08-10/2026-05-19/2026-06-01,13.57%,12.19%,1.38%,1.66,0.86,506.6925/492.8815/499.1/512.2133/630.85/709.9376/489.76,465.52/268.082/449.7662/405.99/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2026-05-11 (Price: 98.72)",2026-05-18 (Price: 118.88),"20.42%, 7 days","100.0%, Past 4 years, 18","Daily, is CONFIRMED on 2026-05-11",Already confirmed,"2026-05-20 (Price: 114.35), 15.83% above",9 days,96.35,No Information,No Information,No Information,No Information,No Information,18.41% above/15.83% above/15.83% above,8.16%/1.03%/3.39%,"-0.0%, 27.08%",1.6 month/6 days/15 days,2026-07-19/2026-05-19/2026-06-01,10.38%,10.07%,0.31%,1.32,0.57,103.4586/102.0666/128.23/No Horizontal Resistance/109.6316/119.2504/No EMA 200 Target,77.04/40.92/78.7458/68.2017/No F-Track Level/No F-Track Level/75.84,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-05-01 (Price: 5.72)",2026-05-18 (Price: 5.88),"2.8%, 17 days","94.59%, Past 4 years, 37","Daily, is CONFIRMED on 2026-05-01",Already confirmed,"2026-05-20 (Price: 5.79), 1.22% above",19 days,5.65,No Information,No Information,No Information,No Information,No Information,1.94% above/1.22% above/1.22% above,6.0%/0.46%/2.59%,"6.51%, 16.22%",8.3 months/20 days/2.1 months,2027-04-26/2026-05-29/2026-07-31,13.84%,2.96%,10.88%,0.23,0.15,5.8784/5.8681/5.77/6.825/7.4565/8.4213/No EMA 200 Target,5.53/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.67,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets)
TRENDPULSE,"^TNX, Long, 2026-04-30 (Price: 4.39)",No Exit Yet,"4.15%, 20 days","85.71%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-04-30",Already confirmed,"2026-05-20 (Price: 4.572), 4.15% above",20 days,4.293,No Information,No Information,No Information,No Information,No Information,4.15% above/6.47% above/4.15% above,48.31%/4.17%/29.27%,"56.79%, 83.03%",1.4 year/4.1 months/6.5 months,2028-04-27/2026-10-23/2027-02-06,0.6%,-0.57%,1.17%,0.28,0.01,5.1986/5.675/4.64/4.6918/17.4008/18.8284/No EMA 200 Target,3.96/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/4.19,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets)
